Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1019;24-9-2015;7:36;0;5;15;2;8;26;3,00;3,00;3,00
R1021;24-9-2015;7:40;0;1;1;2;7;5;3,67;3,67;3,67
R1023;24-9-2015;7:44;0;1;0;0;0;1;0,33;0,33;0,33
R1025;24-9-2015;7:48;0;17;15;4;34;29;5,00;5,00;5,00
R1027;24-9-2015;7:52;0;4;24;3;11;23;7,00;7,00;7,00
R1029;24-9-2015;7:57;0;28;11;7;41;17;4,33;4,33;4,33
R1031;24-9-2015;8:01;0;35;14;6;66;61;8,00;8,00;8,00
R1033;24-9-2015;8:05;0;14;5;0;41;28;5,00;5,00;5,00
R1035;24-9-2015;8:09;0;0;0;1;2;2;0,00;0,00;0,00
R1037;24-9-2015;8:14;0;28;7;6;35;45;2,67;2,67;2,67
R1039;24-9-2015;8:18;0;47;7;12;42;96;8,33;8,33;8,33
R1041;24-9-2015;8:22;0;37;18;11;56;100;8,33;8,33;8,33
R1043;24-9-2015;8:26;0;24;6;13;73;113;4,33;4,33;4,33
R1045;24-9-2015;8:30;0;7;4;17;96;158;45,67;45,67;45,67
R1047;24-9-2015;8:35;0;22;10;6;66;120;4,33;4,33;4,33
R1049;24-9-2015;8:39;0;31;17;9;65;85;2,67;2,67;2,67
R1051;24-9-2015;8:43;0;29;8;14;99;90;44,00;44,00;44,00
R1053;24-9-2015;8:47;0;13;11;4;37;56;1,67;1,67;1,67
R1055;24-9-2015;8:52;0;0;0;1;1;3;0,33;0,33;0,33
R1057;24-9-2015;8:56;0;12;4;2;10;16;1,00;1,00;1,00
R1059;24-9-2015;9:00;0;44;9;0;32;25;1,67;1,67;1,67
R1061;24-9-2015;9:05;0;42;10;3;74;54;4,67;4,67;4,67
R1063;24-9-2015;9:09;0;26;11;5;36;35;2,33;2,33;2,33
R1065;24-9-2015;9:14;0;11;2;2;12;22;3,00;3,00;3,00
R1067;24-9-2015;9:19;0;34;3;2;23;40;4,67;4,67;4,67
R1069;24-9-2015;9:24;0;14;8;1;23;25;0,67;0,67;0,67
R1071;24-9-2015;9:28;0;0;2;1;16;25;1,33;1,33;1,33
R1073;24-9-2015;9:33;0;3;0;0;2;2;0,67;0,67;0,67
R1075;24-9-2015;9:38;0;12;2;7;36;36;3,00;3,00;3,00
R1077;24-9-2015;9:43;0;15;5;0;40;41;2,33;2,33;2,33
R1079;24-9-2015;9:48;0;53;6;2;41;45;6,33;6,33;6,33
R1081;24-9-2015;9:52;0;14;2;0;18;11;0,67;0,67;0,67
R1083;24-9-2015;9:57;0;10;1;7;41;33;1,33;1,33;1,33
R1085;24-9-2015;10:02;0;34;5;7;70;21;19,00;19,00;19,00
R1087;24-9-2015;10:07;0;13;4;3;34;25;3,00;3,00;3,00
R1089;24-9-2015;10:11;0;0;0;0;0;0;0,33;0,33;0,33
R1091;24-9-2015;10:16;0;0;0;0;1;0;0,33;0,33;0,33
R1093;24-9-2015;10:21;0;17;0;15;78;88;4,33;4,33;4,33
R1095;24-9-2015;10:26;0;6;1;10;45;53;1,67;1,67;1,67
R1097;24-9-2015;10:31;0;33;8;20;78;104;2,33;2,33;2,33
R1099;24-9-2015;10:35;0;5;4;9;52;66;2,33;2,33;2,33
R1101;24-9-2015;10:40;0;5;2;3;24;21;1,00;1,00;1,00
R1103;24-9-2015;10:45;0;14;4;5;48;28;0,67;0,67;0,67
R1105;24-9-2015;10:50;0;13;2;3;30;20;0,33;0,33;0,33
R1107;24-9-2015;10:54;0;0;0;0;1;3;0,00;0,00;0,00
R1109;24-9-2015;10:59;0;0;0;0;1;1;0,00;0,00;0,00
R1111;24-9-2015;11:04;0;6;0;2;22;16;0,67;0,67;0,67
R1113;24-9-2015;11:09;0;5;1;1;11;9;0,67;0,67;0,67
R1115;24-9-2015;11:14;0;4;0;0;3;13;0,33;0,33;0,33
R1117;24-9-2015;11:18;0;8;3;0;6;21;0,33;0,33;0,33
R1119;24-9-2015;11:23;0;20;3;4;18;35;2,00;2,00;2,00
R1121;24-9-2015;11:28;0;54;2;5;27;46;2,67;2,67;2,67
R1123;24-9-2015;11:33;0;4;0;1;18;15;1,00;1,00;1,00
R1125;24-9-2015;11:37;0;0;0;0;2;0;0,00;0,00;0,00
R1127;24-9-2015;11:42;0;4;0;0;2;3;0,33;0,33;0,33
R1129;24-9-2015;11:47;0;13;0;0;17;7;0,33;0,33;0,33
R1131;24-9-2015;11:52;0;0;0;0;0;0;0,00;0,00;0,00
R1133;24-9-2015;11:57;0;7;4;0;29;21;0,33;0,33;0,33
R1135;24-9-2015;12:01;0;3;0;1;25;11;0,00;0,00;0,00
R1137;24-9-2015;12:06;0;19;3;4;44;29;0,67;0,67;0,67
R1139;24-9-2015;12:11;0;12;6;1;40;39;1,00;1,00;1,00
R1141;24-9-2015;12:16;0;9;2;2;39;39;1,67;1,67;1,67
R1143;24-9-2015;12:20;0;0;0;1;5;0;0,00;0,00;0,00
R1145;24-9-2015;12:25;0;0;0;0;0;4;0,33;0,33;0,33
R1147;24-9-2015;12:30;0;16;6;2;17;53;0,67;0,67;0,67
R1149;24-9-2015;12:35;0;15;0;4;15;33;1,00;1,00;1,00
R1151;24-9-2015;12:40;0;22;5;17;67;143;3,00;3,00;3,00
R1153;24-9-2015;12:44;0;10;3;5;23;51;2,00;2,00;2,00
R1155;24-9-2015;12:49;0;3;2;1;13;17;0,67;0,67;0,67
R1157;24-9-2015;12:54;0;27;7;4;32;47;1,67;1,67;1,67
R1159;24-9-2015;12:59;0;22;3;1;17;36;3,33;3,33;3,33
R1161;24-9-2015;13:03;0;2;0;0;3;12;0,33;0,33;0,33
R1163;24-9-2015;13:08;0;0;0;0;5;2;0,00;0,00;0,00
R1165;24-9-2015;13:13;0;15;2;0;18;13;1,33;1,33;1,33
R1167;24-9-2015;13:18;0;16;10;1;14;25;1,33;1,33;1,33
R1169;24-9-2015;13:23;0;7;0;0;3;4;0,33;0,33;0,33
R1171;24-9-2015;13:27;0;11;0;0;6;16;0,33;0,33;0,33
R1173;24-9-2015;13:32;0;13;20;0;21;25;4,33;4,33;4,33
R1175;24-9-2015;13:37;0;10;6;2;15;6;1,33;1,33;1,33
R1177;24-9-2015;13:42;0;7;0;2;11;15;0,67;0,67;0,67
R1179;24-9-2015;13:46;0;0;0;0;1;0;0,00;0,00;0,00
R1181;24-9-2015;13:51;0;0;0;0;0;0;0,00;0,00;0,00
R1183;24-9-2015;13:56;0;9;2;0;14;6;1,67;1,67;1,67
R1185;24-9-2015;14:01;0;1;1;0;4;6;0,67;0,67;0,67
R1187;24-9-2015;14:06;0;17;1;2;13;20;4,33;4,33;4,33
R1189;24-9-2015;14:10;0;3;2;0;10;6;0,00;0,00;0,00
R1191;24-9-2015;14:15;0;4;5;5;9;17;1,33;1,33;1,33
R1193;24-9-2015;14:20;0;11;5;9;15;22;2,00;2,00;2,00
R1195;24-9-2015;14:25;0;2;0;1;0;2;0,00;0,00;0,00
R1197;24-9-2015;14:29;0;3;1;0;2;7;0,00;0,00;0,00
R1199;24-9-2015;14:34;0;0;0;0;3;6;0,33;0,33;0,33
R1201;24-9-2015;14:39;0;5;2;10;10;23;2,00;2,00;2,00
R1203;24-9-2015;14:42;0;5;2;4;12;10;1,00;1,00;1,00
R1205;24-9-2015;14:48;0;14;3;11;22;40;2,67;2,67;2,67
R1207;24-9-2015;14:52;0;4;0;5;7;12;0,00;0,00;0,00
R1209;24-9-2015;14:57;0;7;1;2;4;3;0,33;0,33;0,33
R1211;24-9-2015;15:01;0;5;1;1;2;3;0,67;0,67;0,67
R1213;24-9-2015;15:06;0;13;1;3;5;14;1,00;1,00;1,00
R1215;24-9-2015;15:10;0;0;0;0;1;3;0,33;0,33;0,33
R1217;24-9-2015;15:14;0;1;0;0;0;1;0,00;0,00;0,00
R1219;24-9-2015;15:19;0;2;0;0;3;10;1,33;1,33;1,33
R1221;24-9-2015;15:23;0;4;1;0;3;4;1,67;1,67;1,67
R1223;24-9-2015;15:27;0;12;2;1;4;15;2,67;2,67;2,67
R1225;24-9-2015;15:32;0;3;0;0;1;5;1,00;1,00;1,00
R1227;24-9-2015;15:36;0;0;0;0;1;2;0,33;0,33;0,33
R1229;24-9-2015;15:40;0;5;2;0;2;5;0,00;0,00;0,00
R1231;24-9-2015;15:45;0;6;2;1;6;4;0,67;0,67;0,67
R1233;24-9-2015;15:49;0;0;0;0;1;2;0,00;0,00;0,00
R1235;24-9-2015;15:53;0;0;0;0;1;0;0,00;0,00;0,00
R1237;24-9-2015;15:58;0;8;70;1;2;8;1,67;1,67;1,67
R1239;24-9-2015;16:02;0;2;1;1;2;3;1,00;1,00;1,00
R1241;24-9-2015;16:06;0;11;2;1;5;9;1,00;1,00;1,00
R1243;24-9-2015;16:11;0;0;0;0;1;0;0,67;0,67;0,67
R1245;24-9-2015;16:15;0;7;2;0;6;6;0,67;0,67;0,67
R1247;24-9-2015;16:19;0;28;1;1;4;9;2,33;2,33;2,33
R1249;24-9-2015;16:24;0;10;3;0;1;4;0,00;0,00;0,00
R1251;24-9-2015;16:28;0;1;0;0;3;6;2,00;2,00;2,00
R1253;24-9-2015;16:32;0;0;0;0;4;1;0,67;0,67;0,67
R1255;24-9-2015;16:37;0;1;30;0;0;2;0,00;0,00;0,00
R1257;24-9-2015;16:41;0;20;2;1;6;21;0,33;0,33;0,33
R1259;24-9-2015;16:45;0;11;0;1;6;5;1,33;1,33;1,33
R1261;24-9-2015;16:50;0;6;3;2;2;2;0,67;0,67;0,67
R1263;24-9-2015;16:54;0;3;1;2;1;6;0,00;0,00;0,00
R1265;24-9-2015;16:58;0;14;0;1;6;7;1,67;1,67;1,67
R1267;24-9-2015;17:03;0;4;1;0;1;1;0,00;0,00;0,00
R1269;24-9-2015;17:07;0;0;0;0;0;0;0,00;0,00;0,00
R1271;24-9-2015;17:11;0;0;0;0;0;0;0,00;0,00;0,00
R1273;24-9-2015;17:16;0;6;1;1;6;7;0,67;0,67;0,67
R1275;24-9-2015;17:20;0;2;0;1;7;10;0,33;0,33;0,33
R1277;24-9-2015;17:24;0;5;5;2;7;11;5,67;5,67;5,67
R1279;24-9-2015;17:29;0;7;3;1;1;13;0,00;0,00;0,00
R1283;24-9-2015;17:37;0;1;0;0;0;0;0,00;0,00;0,00
R1285;24-9-2015;17:42;0;10;1;0;6;6;1,00;1,00;1,00
R1287;24-9-2015;17:46;0;12;5;0;13;18;1,00;1,00;1,00
R1289;24-9-2015;17:51;0;0;0;0;0;0;0,00;0,00;0,00
R1291;24-9-2015;17:56;0;14;3;1;4;9;0,67;0,67;0,67
R1293;24-9-2015;18:01;0;5;3;0;4;4;0,00;0,00;0,00
R1295;24-9-2015;18:10;0;14;1;2;2;22;1,00;1,00;1,00
R1297;24-9-2015;18:24;0;14;6;0;3;11;0,67;0,67;0,67
R1299;24-9-2015;18:39;0;23;2;3;4;9;1,00;1,00;1,00
R1301;24-9-2015;18:50;0;0;0;0;0;0;0,00;0,00;0,00
R1303;24-9-2015;19:09;0;11;4;0;2;10;0,33;0,33;0,33
R1305;24-9-2015;19:24;0;15;2;1;0;8;0,00;0,00;0,00
R1307;24-9-2015;19:37;0;11;4;2;1;5;0,67;0,67;0,67
R1309;24-9-2015;19:52;0;7;1;0;1;9;0,00;0,00;0,00
R1311;24-9-2015;20:07;0;16;3;4;0;5;0,33;0,33;0,33
R1313;24-9-2015;20:22;0;17;1;1;0;5;0,00;0,00;0,00
R1315;24-9-2015;20:37;0;7;0;1;0;8;0,00;0,00;0,00
R1317;24-9-2015;20:52;0;4;1;0;1;9;0,00;0,00;0,00
R1319;24-9-2015;21:07;0;7;2;1;0;3;0,00;0,00;0,00
R1001;25-9-2015;6:10;0;0;0;0;0;0;0,67;0,67;0,67
R1003;25-9-2015;6:30;0;3;2;0;2;3;7,33;7,33;7,33
R1005;25-9-2015;6:42;0;6;15;3;4;7;3,33;3,33;3,33
R1007;25-9-2015;6:55;0;9;11;3;4;4;5,00;5,00;5,00
R1009;25-9-2015;7:05;0;7;1;1;1;9;4,00;4,00;4,00
R1011;25-9-2015;7:14;0;4;8;2;4;13;4,33;4,33;4,33
R1013;25-9-2015;7:21;0;6;4;0;2;7;2,00;2,00;2,00
R1015;25-9-2015;7:26;0;9;3;4;9;32;6,00;6,00;6,00
R1017;25-9-2015;7:31;0;5;4;2;4;22;4,67;4,67;4,67
R1019;25-9-2015;7:36;0;3;3;2;9;31;6,00;6,00;6,00
R1021;25-9-2015;7:40;0;5;3;1;10;18;2,33;2,33;2,33
R1023;25-9-2015;7:44;0;2;3;3;12;22;3,67;3,67;3,67
R1025;25-9-2015;7:48;0;5;5;1;11;31;3,00;3,00;3,00
R1027;25-9-2015;7:52;0;12;4;2;12;27;0,67;0,67;0,67
R1029;25-9-2015;7:57;0;8;4;0;21;16;3,33;3,33;3,33
R1031;25-9-2015;8:01;0;24;6;4;21;33;3,67;3,67;3,67
R1033;25-9-2015;8:05;0;54;6;5;86;54;8,00;8,00;8,00
R1035;25-9-2015;8:09;0;19;2;7;32;43;2,33;2,33;2,33
R1037;25-9-2015;8:14;0;16;2;6;37;51;4,00;4,00;4,00
R1039;25-9-2015;8:18;0;7;3;5;32;38;3,33;3,33;3,33
R1041;25-9-2015;8:22;0;59;4;16;55;89;8,00;8,00;8,00
R1043;25-9-2015;8:26;0;16;4;8;26;44;2,33;2,33;2,33
R1045;25-9-2015;8:30;0;11;6;27;59;85;6,67;6,67;6,67
R1047;25-9-2015;8:35;0;0;4;9;41;54;2,67;2,67;2,67
R1049;25-9-2015;8:39;0;16;5;3;33;32;2,67;2,67;2,67
R1051;25-9-2015;8:43;0;15;7;3;29;54;2,67;2,67;2,67
R1053;25-9-2015;8:47;0;0;0;0;0;0;0,00;0,00;0,00
R1055;25-9-2015;8:52;0;12;5;1;17;15;3,33;3,33;3,33
R1057;25-9-2015;8:56;0;42;7;6;53;45;4,33;4,33;4,33
R1059;25-9-2015;9:00;0;35;7;3;10;21;4,00;4,00;4,00
R1061;25-9-2015;9:05;0;9;8;2;12;33;4,33;4,33;4,33
R1063;25-9-2015;9:09;0;18;3;0;19;25;3,67;3,67;3,67
R1065;25-9-2015;9:14;0;0;1;0;17;23;2,00;2,00;2,00
R1067;25-9-2015;9:19;0;19;3;1;18;32;4,67;4,67;4,67
R1069;25-9-2015;9:24;0;15;3;0;22;46;4,67;4,67;4,67
R1071;25-9-2015;9:28;0;0;0;0;0;1;0,00;0,00;0,00
R1073;25-9-2015;9:33;0;18;1;0;11;28;2,33;2,33;2,33
R1075;25-9-2015;9:38;0;12;0;0;9;22;2,33;2,33;2,33
R1077;25-9-2015;9:43;0;38;3;3;23;33;2,67;2,67;2,67
R1079;25-9-2015;9:48;0;35;3;1;27;32;5,33;5,33;5,33
R1081;25-9-2015;9:52;0;2;2;3;21;16;1,33;1,33;1,33
R1083;25-9-2015;9:57;0;22;1;7;25;25;0,33;0,33;0,33
R1085;25-9-2015;10:02;0;17;1;4;42;29;1,33;1,33;1,33
R1087;25-9-2015;10:07;0;11;1;4;36;26;2,00;2,00;2,00
R1089;25-9-2015;10:11;0;0;0;0;1;0;0,00;0,00;0,00
R1091;25-9-2015;10:16;0;17;1;10;75;94;5,00;5,00;5,00
R1093;25-9-2015;10:21;0;11;1;10;14;29;0,67;0,67;0,67
R1095;25-9-2015;10:26;0;12;5;34;34;146;3,33;3,33;3,33
R1097;25-9-2015;10:31;0;13;0;1;17;37;0,00;0,00;0,00
R1099;25-9-2015;10:35;0;5;1;4;12;40;3,00;3,00;3,00
R1101;25-9-2015;10:40;0;7;1;1;13;24;0,67;0,67;0,67
R1103;25-9-2015;10:45;0;0;0;0;0;0;0,00;0,00;0,00
R1105;25-9-2015;10:50;0;9;1;1;10;24;0,67;0,67;0,67
R1107;25-9-2015;10:54;0;1;0;1;3;4;0,67;0,67;0,67
R1109;25-9-2015;10:59;0;11;3;2;15;24;1,67;1,67;1,67
R1111;25-9-2015;11:04;0;4;0;1;1;0;0,33;0,33;0,33
R1113;25-9-2015;11:09;0;5;0;0;9;14;0,33;0,33;0,33
R1115;25-9-2015;11:14;0;14;3;0;25;38;1,33;1,33;1,33
R1117;25-9-2015;11:18;0;5;0;0;1;10;0,00;0,00;0,00
R1119;25-9-2015;11:23;0;11;1;5;20;50;2,00;2,00;2,00
R1121;25-9-2015;11:28;0;22;0;3;12;28;1,00;1,00;1,00
R1123;25-9-2015;11:33;0;7;0;0;13;36;1,00;1,00;1,00
R1125;25-9-2015;11:37;0;0;0;0;1;2;0,33;0,33;0,33
R1127;25-9-2015;11:42;0;16;1;1;19;35;1,00;1,00;1,00
R1129;25-9-2015;11:47;0;8;1;1;4;16;1,00;1,00;1,00
R1131;25-9-2015;11:52;0;4;1;0;9;9;1,00;1,00;1,00
R1133;25-9-2015;11:57;0;11;2;1;13;30;1,00;1,00;1,00
R1135;25-9-2015;12:01;0;7;3;4;12;20;1,67;1,67;1,67
R1137;25-9-2015;12:06;0;11;4;4;23;25;0,67;0,67;0,67
R1139;25-9-2015;12:11;0;7;1;1;10;14;0,67;0,67;0,67
R1141;25-9-2015;12:16;0;19;0;2;16;28;1,00;1,00;1,00
R1143;25-9-2015;12:20;0;0;0;1;4;1;0,00;0,00;0,00
R1145;25-9-2015;12:25;0;19;2;5;27;40;3,00;3,00;3,00
R1147;25-9-2015;12:30;0;14;1;10;34;45;1,67;1,67;1,67
R1149;25-9-2015;12:35;0;6;0;6;9;14;0,33;0,33;0,33
R1151;25-9-2015;12:40;0;13;2;11;53;52;2,67;2,67;2,67
R1153;25-9-2015;12:44;0;12;0;5;31;19;2,00;2,00;2,00
R1155;25-9-2015;12:49;0;15;0;7;20;29;2,67;2,67;2,67
R1157;25-9-2015;12:54;0;5;1;5;25;25;0,33;0,33;0,33
R1159;25-9-2015;12:59;0;15;0;3;29;15;1,33;1,33;1,33
R1161;25-9-2015;13:03;0;5;0;0;4;11;0,33;0,33;0,33
R1163;25-9-2015;13:08;0;4;0;1;14;8;0,00;0,00;0,00
R1165;25-9-2015;13:13;0;7;4;0;1;2;0,00;0,00;0,00
R1167;25-9-2015;13:18;0;3;1;1;5;9;0,67;0,67;0,67
R1169;25-9-2015;13:23;0;5;1;0;30;28;0,67;0,67;0,67
R1171;25-9-2015;13:27;0;2;1;0;9;17;0,67;0,67;0,67
R1173;25-9-2015;13:32;0;8;0;0;28;15;1,67;1,67;1,67
R1175;25-9-2015;13:37;0;3;1;0;6;3;0,67;0,67;0,67
R1177;25-9-2015;13:42;0;5;3;1;12;9;0,33;0,33;0,33
R1179;25-9-2015;13:46;0;0;0;0;4;0;0,67;0,67;0,67
R1181;25-9-2015;13:51;0;4;0;0;8;6;1,00;1,00;1,00
R1183;25-9-2015;13:56;0;3;0;1;4;7;0,67;0,67;0,67
R1185;25-9-2015;14:01;0;5;3;2;6;7;0,67;0,67;0,67
R1187;25-9-2015;14:06;0;4;0;0;1;6;1,67;1,67;1,67
R1189;25-9-2015;14:10;0;0;0;0;0;0;1,00;1,00;1,00
R1191;25-9-2015;14:15;0;13;2;5;6;22;1,00;1,00;1,00
R1193;25-9-2015;14:20;0;4;1;2;0;3;0,67;0,67;0,67
R1195;25-9-2015;14:25;0;4;1;1;3;15;2,00;2,00;2,00
R1197;25-9-2015;14:29;0;1;0;5;0;1;0,00;0,00;0,00
R1199;25-9-2015;14:34;0;7;2;10;1;13;2,00;2,00;2,00
R1201;25-9-2015;14:39;0;3;1;0;1;5;0,00;0,00;0,00
R1203;25-9-2015;14:42;0;4;0;3;0;2;0,00;0,00;0,00
R1205;25-9-2015;14:48;0;11;0;12;6;11;2,33;2,33;2,33
R1207;25-9-2015;14:52;0;5;0;0;3;0;1,67;1,67;1,67
R1209;25-9-2015;14:57;0;1;0;1;0;2;0,33;0,33;0,33
R1211;25-9-2015;15:01;0;2;2;1;1;2;1,33;1,33;1,33
R1213;25-9-2015;15:06;0;4;0;2;3;2;1,00;1,00;1,00
R1215;25-9-2015;15:10;0;4;2;0;6;7;1,00;1,00;1,00
R1217;25-9-2015;15:14;0;6;0;1;4;3;0,33;0,33;0,33
R1219;25-9-2015;15:19;0;4;1;0;1;4;0,00;0,00;0,00
R1221;25-9-2015;15:23;0;4;0;0;8;2;0,00;0,00;0,00
R1223;25-9-2015;15:27;0;4;1;0;2;3;0,00;0,00;0,00
R1225;25-9-2015;15:32;0;4;0;1;4;5;0,67;0,67;0,67
R1227;25-9-2015;15:36;0;7;3;0;5;5;0,67;0,67;0,67
R1229;25-9-2015;15:40;0;6;2;1;4;2;0,00;0,00;0,00
R1231;25-9-2015;15:45;0;3;0;0;4;4;0,33;0,33;0,33
R1233;25-9-2015;15:49;0;2;1;0;0;1;1,00;1,00;1,00
R1235;25-9-2015;15:53;0;3;1;0;1;0;0,33;0,33;0,33
R1237;25-9-2015;15:58;0;9;1;0;0;0;0,33;0,33;0,33
R1239;25-9-2015;16:02;0;2;2;0;2;6;1,00;1,00;1,00
R1241;25-9-2015;16:06;0;5;1;0;2;6;1,00;1,00;1,00
R1243;25-9-2015;16:11;0;6;0;0;0;0;1,00;1,00;1,00
R1245;25-9-2015;16:15;0;2;0;0;1;4;0,00;0,00;0,00
R1247;25-9-2015;16:19;0;6;0;0;0;1;1,00;1,00;1,00
R1249;25-9-2015;16:24;0;3;2;0;1;3;0,67;0,67;0,67
R1251;25-9-2015;16:28;0;3;0;0;1;2;0,00;0,00;0,00
R1253;25-9-2015;16:32;0;0;0;0;2;4;0,00;0,00;0,00
R1255;25-9-2015;16:37;0;1;1;1;3;3;1,67;1,67;1,67
R1257;25-9-2015;16:41;0;5;0;0;0;4;0,67;0,67;0,67
R1259;25-9-2015;16:45;0;3;1;0;4;1;0,00;0,00;0,00
R1261;25-9-2015;16:50;0;10;4;0;2;2;0,00;0,00;0,00
R1263;25-9-2015;16:54;0;6;2;0;0;2;0,00;0,00;0,00
R1265;25-9-2015;16:58;0;7;0;0;2;8;0,33;0,33;0,33
R1267;25-9-2015;17:03;0;7;0;0;0;5;0,33;0,33;0,33
R1269;25-9-2015;17:07;0;0;0;0;0;1;0,00;0,00;0,00
R1271;25-9-2015;17:11;0;11;4;0;4;5;0,33;0,33;0,33
R1273;25-9-2015;17:16;0;8;0;0;3;3;0,33;0,33;0,33
R1275;25-9-2015;17:20;0;4;1;1;0;1;0,33;0,33;0,33
R1277;25-9-2015;17:24;0;8;0;0;3;8;0,33;0,33;0,33
R1279;25-9-2015;17:29;0;6;3;0;1;5;0,00;0,00;0,00
R1281;25-9-2015;17:33;0;0;0;0;0;0;0,00;0,00;0,00
R1283;25-9-2015;17:37;0;7;0;2;1;1;0,00;0,00;0,00
R1285;25-9-2015;17:42;0;0;0;0;0;0;0,00;0,00;0,00
R1287;25-9-2015;17:46;0;7;5;0;0;12;0,00;0,00;0,00
R1289;25-9-2015;17:51;0;0;0;0;0;1;0,00;0,00;0,00
R1291;25-9-2015;17:56;0;6;2;2;1;7;0,67;0,67;0,67
R1293;25-9-2015;18:01;0;8;1;0;0;4;1,00;1,00;1,00
R1295;25-9-2015;18:10;0;5;1;1;0;5;0,33;0,33;0,33
R1297;25-9-2015;18:24;0;8;9;3;2;8;0,00;0,00;0,00
R1299;25-9-2015;18:39;0;0;53;0;1;3;1,00;1,00;1,00
R1301;25-9-2015;18:50;0;18;7;3;0;5;0,00;0,00;0,00
R1303;25-9-2015;19:09;0;18;4;4;1;6;0,00;0,00;0,00
R1305;25-9-2015;19:24;0;11;3;2;0;7;0,00;0,00;0,00
R1307;25-9-2015;19:37;0;6;1;0;0;2;0,00;0,00;0,00
R1309;25-9-2015;19:52;0;6;2;2;1;0;0,67;0,67;0,67
R1311;25-9-2015;20:07;0;6;1;0;0;4;0,00;0,00;0,00
R1313;25-9-2015;20:22;0;8;2;0;0;2;0,33;0,33;0,33
R1315;25-9-2015;20:37;0;5;4;0;0;2;0,00;0,00;0,00
R1317;25-9-2015;20:52;0;8;0;0;0;6;0,00;0,00;0,00
R1319;25-9-2015;21:07;0;1;0;0;1;2;0,00;0,00;0,00
R1001;28-9-2015;6:10;0;0;0;0;0;0;0,33;0,33;0,33
R1005;28-9-2015;6:42;0;2;3;2;1;0;1,00;1,00;1,00
R1007;28-9-2015;6:55;0;13;18;3;4;5;3,00;3,00;3,00
R1009;28-9-2015;7:05;0;6;9;0;1;6;4,33;4,33;4,33
R1013;28-9-2015;7:21;0;4;7;0;2;29;5,33;5,33;5,33
R1015;28-9-2015;7:26;0;4;3;1;3;15;36,00;36,00;36,00
R1017;28-9-2015;7:31;0;12;20;4;7;40;17,33;17,33;17,33
R1019;28-9-2015;7:36;0;2;15;3;6;17;15,67;15,67;15,67
R1021;28-9-2015;7:40;0;6;7;1;3;15;15,67;15,67;15,67
R1023;28-9-2015;7:44;0;5;9;2;19;19;2,33;2,33;2,33
R1025;28-9-2015;7:48;0;8;4;1;14;25;21,33;21,33;21,33
R1029;28-9-2015;7:57;0;15;4;2;42;23;5,67;5,67;5,67
R1031;28-9-2015;8:01;0;3;11;0;27;30;8,67;8,67;8,67
R1033;28-9-2015;8:05;0;24;10;3;2;0;31,00;31,00;31,00
R1035;28-9-2015;8:09;0;37;5;4;75;92;29,00;29,00;29,00
R1037;28-9-2015;8:14;0;37;9;2;23;7;30,67;30,67;30,67
R1039;28-9-2015;8:18;0;20;13;1;58;83;6,00;6,00;6,00
R1041;28-9-2015;8:22;0;17;1;3;34;59;3,67;3,67;3,67
R1043;28-9-2015;8:26;0;17;5;0;34;48;32,67;32,67;32,67
R1047;28-9-2015;8:35;0;12;11;5;97;164;61,33;61,33;61,33
R1049;28-9-2015;8:39;0;24;11;6;119;141;42,00;42,00;42,00
R1051;28-9-2015;8:43;0;29;17;10;103;127;18,00;18,00;18,00
R1053;28-9-2015;8:47;0;48;11;3;23;9;24,33;24,33;24,33
R1055;28-9-2015;8:52;0;36;0;0;13;15;15,33;15,33;15,33
R1057;28-9-2015;8:56;0;8;11;1;37;31;6,67;6,67;6,67
R1059;28-9-2015;9:00;0;77;11;11;22;24;33,33;33,33;33,33
R1061;28-9-2015;9:05;0;88;4;2;25;12;2,67;2,67;2,67
R1065;28-9-2015;9:14;0;39;14;4;51;43;3,67;3,67;3,67
R1067;28-9-2015;9:19;0;11;0;6;32;54;6,33;6,33;6,33
R1069;28-9-2015;9:24;0;37;6;1;28;59;29,00;29,00;29,00
R1071;28-9-2015;9:28;0;22;2;0;26;17;2,00;2,00;2,00
R1073;28-9-2015;9:33;0;14;0;3;30;58;3,67;3,67;3,67
R1075;28-9-2015;9:38;0;19;10;6;50;61;10,67;10,67;10,67
R1077;28-9-2015;9:43;0;16;2;2;32;19;5,33;5,33;5,33
R1079;28-9-2015;9:48;0;23;12;3;48;50;3,33;3,33;3,33
R1083;28-9-2015;9:57;0;39;6;3;33;37;29,00;29,00;29,00
R1085;28-9-2015;10:02;0;29;1;0;51;26;23,33;23,33;23,33
R1087;28-9-2015;10:07;0;26;1;1;69;60;23,67;23,67;23,67
R1089;28-9-2015;10:11;0;27;1;4;41;35;37,00;37,00;37,00
R1091;28-9-2015;10:16;0;12;3;14;103;141;3,00;3,00;3,00
R1093;28-9-2015;10:21;0;3;2;4;35;0;0,67;0,67;0,67
R1095;28-9-2015;10:26;0;3;0;6;30;55;22,33;22,33;22,33
R1097;28-9-2015;10:31;0;17;0;8;35;56;21,00;21,00;21,00
R1101;28-9-2015;10:40;0;20;4;4;63;100;2,00;2,00;2,00
R1103;28-9-2015;10:45;0;14;1;3;36;35;1,33;1,33;1,33
R1107;28-9-2015;10:54;0;12;3;3;44;40;3,00;3,00;3,00
