Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1317;10-9-2015;20:52;0;7;0;1;0;4;0,00;0,00;0,00
R1319;10-9-2015;21:07;0;8;4;0;0;2;0,00;0,00;0,00
R1001;11-9-2015;6:10;0;0;0;0;0;0;1,33;1,33;1,33
R1003;11-9-2015;6:30;0;2;5;0;1;8;7,00;7,00;7,00
R1007;11-9-2015;6:55;0;11;10;0;4;12;8,00;8,00;8,00
R1009;11-9-2015;7:05;0;5;1;0;2;10;2,33;2,33;2,33
R1011;11-9-2015;7:14;0;5;7;1;3;10;3,33;3,33;3,33
R1013;11-9-2015;7:21;0;4;0;0;1;8;6,00;6,00;6,00
R1015;11-9-2015;7:26;0;2;3;2;4;18;3,00;3,00;3,00
R1017;11-9-2015;7:31;0;5;10;5;39;39;5,33;5,33;5,33
R1019;11-9-2015;7:36;0;14;4;1;49;47;13,67;13,67;13,67
R1021;11-9-2015;7:40;0;15;5;2;50;33;7,67;7,67;7,67
R1023;11-9-2015;7:44;0;0;0;0;2;1;0,00;0,00;0,00
R1025;11-9-2015;7:48;0;41;5;1;40;15;2,00;2,00;2,00
R1027;11-9-2015;7:52;0;0;0;0;0;0;0,33;0,33;0,33
R1029;11-9-2015;7:57;0;10;1;2;28;5;1,33;1,33;1,33
R1031;11-9-2015;8:01;0;17;1;3;56;17;2,33;2,33;2,33
R1033;11-9-2015;8:05;0;35;6;6;72;75;3,00;3,00;3,00
R1035;11-9-2015;8:09;0;36;10;3;42;21;34,00;34,00;34,00
R1037;11-9-2015;8:14;0;26;3;6;47;74;9,33;9,33;9,33
R1039;11-9-2015;8:18;0;59;4;16;50;86;5,67;5,67;5,67
R1041;11-9-2015;8:22;0;18;4;6;32;43;38,00;38,00;38,00
R1043;11-9-2015;8:26;0;9;0;8;36;56;44,67;44,67;44,67
R1045;11-9-2015;8:30;0;23;8;15;105;126;25,00;25,00;25,00
R1047;11-9-2015;8:35;0;7;4;10;49;85;26,00;26,00;26,00
R1049;11-9-2015;8:39;0;33;9;13;49;68;26,00;26,00;26,00
R1051;11-9-2015;8:43;0;55;8;1;47;47;1,67;1,67;1,67
R1053;11-9-2015;8:47;0;19;0;0;9;16;20,67;20,67;20,67
R1055;11-9-2015;8:52;0;35;5;7;56;56;3,67;3,67;3,67
R1057;11-9-2015;8:56;0;43;5;2;58;57;6,00;6,00;6,00
R1059;11-9-2015;9:00;0;2;0;0;0;1;0,00;0,00;0,00
R1061;11-9-2015;9:05;0;4;0;1;7;9;1,67;1,67;1,67
R1063;11-9-2015;9:09;0;14;0;0;0;0;9,33;9,33;9,33
R1065;11-9-2015;9:14;0;34;11;3;72;56;15,00;15,00;15,00
R1067;11-9-2015;9:19;0;30;7;5;68;67;2,33;2,33;2,33
R1069;11-9-2015;9:24;0;18;2;0;16;11;1,33;1,33;1,33
R1073;11-9-2015;9:33;0;11;0;0;0;4;6,00;6,00;6,00
R1077;11-9-2015;9:43;0;0;0;0;0;2;0,00;0,00;0,00
R1079;11-9-2015;9:48;0;10;2;3;9;20;21,67;21,67;21,67
R1081;11-9-2015;9:52;0;10;3;8;31;33;2,00;2,00;2,00
R1083;11-9-2015;9:57;0;0;0;0;2;3;0,00;0,00;0,00
R1085;11-9-2015;10:02;0;0;0;0;0;2;0,00;0,00;0,00
R1087;11-9-2015;10:07;0;3;0;5;45;19;20,67;20,67;20,67
R1089;11-9-2015;10:11;0;10;1;1;25;27;3,67;3,67;3,67
R1091;11-9-2015;10:16;0;4;0;1;17;29;0,67;0,67;0,67
R1093;11-9-2015;10:21;0;15;2;16;48;108;2,67;2,67;2,67
R1097;11-9-2015;10:31;0;19;3;23;73;158;1,67;1,67;1,67
R1099;11-9-2015;10:35;0;16;4;11;61;115;3,33;3,33;3,33
R1101;11-9-2015;10:40;0;6;0;5;35;66;0,67;0,67;0,67
R1103;11-9-2015;10:45;0;17;0;3;19;22;1,33;1,33;1,33
R1105;11-9-2015;10:50;0;19;1;1;30;14;1,00;1,00;1,00
R1107;11-9-2015;10:54;0;3;0;4;25;21;0,33;0,33;0,33
R1109;11-9-2015;10:59;0;12;1;0;9;13;0,67;0,67;0,67
R1111;11-9-2015;11:04;0;8;0;1;12;9;0,33;0,33;0,33
R1113;11-9-2015;11:09;0;1;0;0;5;0;0,33;0,33;0,33
R1115;11-9-2015;11:14;0;0;0;0;0;1;0,67;0,67;0,67
R1117;11-9-2015;11:18;0;0;0;0;1;2;0,33;0,33;0,33
R1119;11-9-2015;11:23;0;13;0;0;0;0;0,00;0,00;0,00
R1121;11-9-2015;11:28;0;13;1;0;2;14;0,00;0,00;0,00
R1123;11-9-2015;11:33;0;7;2;0;9;19;1,00;1,00;1,00
R1125;11-9-2015;11:37;0;10;1;0;16;21;1,33;1,33;1,33
R1127;11-9-2015;11:42;0;1;0;0;0;2;0,00;0,00;0,00
R1129;11-9-2015;11:47;0;11;2;0;8;6;1,67;1,67;1,67
R1131;11-9-2015;11:52;0;2;2;1;13;5;1,33;1,33;1,33
R1133;11-9-2015;11:57;0;0;0;3;1;0;0,00;0,00;0,00
R1135;11-9-2015;12:01;0;7;1;0;5;11;0,00;0,00;0,00
R1137;11-9-2015;12:06;0;11;67;2;27;13;1,33;1,33;1,33
R1139;11-9-2015;12:11;0;7;0;1;11;10;1,00;1,00;1,00
R1141;11-9-2015;12:16;0;6;0;0;2;5;0,67;0,67;0,67
R1143;11-9-2015;12:20;0;2;1;1;4;8;0,00;0,00;0,00
R1145;11-9-2015;12:25;0;13;2;4;7;6;0,67;0,67;0,67
R1147;11-9-2015;12:30;0;11;2;2;15;20;0,33;0,33;0,33
R1149;11-9-2015;12:35;0;16;1;7;23;22;0,67;0,67;0,67
R1151;11-9-2015;12:40;0;2;0;1;17;7;1,67;1,67;1,67
R1153;11-9-2015;12:44;0;0;0;1;9;6;2,33;2,33;2,33
R1155;11-9-2015;12:49;0;4;1;0;2;4;0,33;0,33;0,33
R1157;11-9-2015;12:54;0;11;1;0;10;13;1,00;1,00;1,00
R1159;11-9-2015;12:59;0;18;4;8;42;45;1,33;1,33;1,33
R1161;11-9-2015;13:03;0;13;1;1;12;22;0,67;0,67;0,67
R1163;11-9-2015;13:08;0;0;0;0;0;1;0,00;0,00;0,00
R1165;11-9-2015;13:13;0;7;0;4;10;15;0,67;0,67;0,67
R1167;11-9-2015;13:18;0;2;0;1;3;5;0,33;0,33;0,33
R1169;11-9-2015;13:23;0;1;0;2;8;6;0,00;0,00;0,00
R1171;11-9-2015;13:27;0;0;0;0;1;0;0,00;0,00;0,00
R1173;11-9-2015;13:32;0;1;0;2;4;8;0,33;0,33;0,33
R1175;11-9-2015;13:37;0;3;1;2;10;15;0,67;0,67;0,67
R1177;11-9-2015;13:42;0;3;1;1;5;6;0,33;0,33;0,33
R1179;11-9-2015;13:46;0;4;0;0;9;5;0,33;0,33;0,33
R1181;11-9-2015;13:51;0;1;6;4;9;24;2,00;2,00;2,00
R1183;11-9-2015;13:56;0;4;2;1;8;11;0,33;0,33;0,33
R1185;11-9-2015;14:01;0;2;1;0;1;1;0,00;0,00;0,00
R1187;11-9-2015;14:06;0;3;1;4;8;18;0,67;0,67;0,67
R1189;11-9-2015;14:10;0;0;1;0;1;3;0,00;0,00;0,00
R1191;11-9-2015;14:15;0;9;0;2;4;11;0,67;0,67;0,67
R1193;11-9-2015;14:20;0;5;1;2;4;10;1,00;1,00;1,00
R1195;11-9-2015;14:25;0;3;1;1;3;2;1,33;1,33;1,33
R1197;11-9-2015;14:29;0;11;1;15;11;17;1,33;1,33;1,33
R1199;11-9-2015;14:34;0;0;3;0;2;3;0,00;0,00;0,00
R1201;11-9-2015;14:39;0;4;4;1;4;10;1,33;1,33;1,33
R1203;11-9-2015;14:42;0;2;1;8;8;7;0,67;0,67;0,67
R1205;11-9-2015;14:48;0;1;0;4;0;7;0,33;0,33;0,33
R1207;11-9-2015;14:52;0;0;0;0;0;0;0,00;0,00;0,00
R1209;11-9-2015;14:57;0;0;2;4;1;5;1,00;1,00;1,00
R1211;11-9-2015;15:01;0;1;0;2;3;2;0,67;0,67;0,67
R1213;11-9-2015;15:06;0;13;0;7;6;15;3,00;3,00;3,00
R1215;11-9-2015;15:10;0;6;2;1;2;16;1,33;1,33;1,33
R1217;11-9-2015;15:14;0;1;0;0;0;0;0,00;0,00;0,00
R1219;11-9-2015;15:19;0;8;2;2;6;6;5,67;5,67;5,67
R1221;11-9-2015;15:23;0;3;0;0;0;4;0,33;0,33;0,33
R1223;11-9-2015;15:27;0;0;0;0;2;0;0,00;0,00;0,00
R1225;11-9-2015;15:32;0;0;0;0;0;0;0,67;0,67;0,67
R1227;11-9-2015;15:36;0;2;1;0;0;12;3,00;3,00;3,00
R1229;11-9-2015;15:40;0;2;0;0;0;0;1,00;1,00;1,00
R1231;11-9-2015;15:45;0;1;2;0;3;2;1,00;1,00;1,00
R1233;11-9-2015;15:49;0;20;3;6;13;20;5,33;5,33;5,33
R1235;11-9-2015;15:53;0;0;0;0;0;6;0,00;0,00;0,00
R1237;11-9-2015;15:58;0;6;0;0;1;9;1,00;1,00;1,00
R1239;11-9-2015;16:02;0;4;1;2;3;3;1,00;1,00;1,00
R1241;11-9-2015;16:06;0;0;0;0;2;0;0,67;0,67;0,67
R1243;11-9-2015;16:11;0;0;1;0;0;0;0,67;0,67;0,67
R1245;11-9-2015;16:15;0;4;0;4;0;3;2,33;2,33;2,33
R1247;11-9-2015;16:19;0;0;0;0;0;0;0,00;0,00;0,00
R1249;11-9-2015;16:24;0;0;2;1;0;4;0,67;0,67;0,67
R1251;11-9-2015;16:28;0;9;5;1;4;10;3,00;3,00;3,00
R1253;11-9-2015;16:32;0;2;0;0;0;3;1,33;1,33;1,33
R1255;11-9-2015;16:37;0;1;1;0;0;1;1,67;1,67;1,67
R1257;11-9-2015;16:41;0;3;2;0;3;1;0,00;0,00;0,00
R1259;11-9-2015;16:45;0;0;0;0;0;0;0,00;0,00;0,00
R1261;11-9-2015;16:50;0;0;0;0;1;0;0,00;0,00;0,00
R1263;11-9-2015;16:54;0;10;2;0;3;5;1,00;1,00;1,00
R1265;11-9-2015;16:58;0;0;0;0;0;0;0,00;0,00;0,00
R1269;11-9-2015;17:07;0;8;4;2;10;13;1,00;1,00;1,00
R1271;11-9-2015;17:11;0;5;1;0;0;3;0,33;0,33;0,33
R1273;11-9-2015;17:16;0;1;0;0;0;0;0,00;0,00;0,00
R1275;11-9-2015;17:20;0;6;1;1;2;5;0,00;0,00;0,00
R1277;11-9-2015;17:24;0;0;1;0;1;2;0,33;0,33;0,33
R1279;11-9-2015;17:29;0;0;0;0;0;0;0,00;0,00;0,00
R1281;11-9-2015;17:33;0;2;0;2;2;2;0,00;0,00;0,00
R1283;11-9-2015;17:37;0;3;0;0;0;0;0,00;0,00;0,00
R1285;11-9-2015;17:42;0;7;1;1;0;9;0,33;0,33;0,33
R1287;11-9-2015;17:46;0;8;1;0;4;4;0,67;0,67;0,67
R1291;11-9-2015;17:56;0;11;0;1;0;4;1,00;1,00;1,00
R1293;11-9-2015;18:01;0;4;1;1;1;3;0,33;0,33;0,33
R1297;11-9-2015;18:24;0;23;2;2;5;9;0,67;0,67;0,67
R1299;11-9-2015;18:39;0;10;6;3;2;5;0,00;0,00;0,00
R1301;11-9-2015;18:50;0;13;4;1;0;3;0,00;0,00;0,00
R1303;11-9-2015;19:09;0;14;3;1;0;12;0,33;0,33;0,33
R1305;11-9-2015;19:24;0;5;2;0;0;2;0,00;0,00;0,00
R1307;11-9-2015;19:37;0;11;0;2;1;3;0,00;0,00;0,00
R1309;11-9-2015;19:52;0;11;1;1;0;3;0,00;0,00;0,00
R1311;11-9-2015;20:07;0;5;2;0;0;1;0,00;0,00;0,00
R1313;11-9-2015;20:22;0;5;1;0;1;3;0,00;0,00;0,00
R1315;11-9-2015;20:37;0;5;1;1;0;1;0,33;0,33;0,33
R1317;11-9-2015;20:52;0;2;0;0;0;4;0,00;0,00;0,00
R1319;11-9-2015;21:07;0;6;4;1;0;4;0,00;0,00;0,00
R1001;14-9-2015;6:10;0;1;0;0;0;0;1,00;1,00;1,00
R1003;14-9-2015;6:30;0;1;7;3;2;13;7,00;7,00;7,00
R1005;14-9-2015;6:42;0;9;11;5;5;9;4,33;4,33;4,33
R1007;14-9-2015;6:55;0;15;17;5;4;2;1,67;1,67;1,67
R1009;14-9-2015;7:05;0;5;4;1;1;3;1,67;1,67;1,67
R1011;14-9-2015;7:14;0;17;16;4;4;22;6,33;6,33;6,33
R1013;14-9-2015;7:21;0;7;7;0;6;17;6,00;6,00;6,00
R1015;14-9-2015;7:26;0;5;5;3;12;43;6,33;6,33;6,33
R1017;14-9-2015;7:31;0;0;0;0;0;2;0,67;0,67;0,67
R1019;14-9-2015;7:36;0;9;7;1;11;29;6,67;6,67;6,67
R1021;14-9-2015;7:40;0;6;9;3;14;20;4,33;4,33;4,33
R1023;14-9-2015;7:44;0;2;4;1;8;12;1,00;1,00;1,00
R1025;14-9-2015;7:48;0;10;19;3;16;11;15,67;15,67;15,67
R1027;14-9-2015;7:52;0;12;27;6;36;49;7,00;7,00;7,00
R1029;14-9-2015;7:57;0;11;2;0;3;0;38,67;38,67;38,67
R1031;14-9-2015;8:01;0;32;6;8;92;62;11,67;11,67;11,67
R1033;14-9-2015;8:05;0;20;3;0;24;5;1,00;1,00;1,00
R1035;14-9-2015;8:09;0;40;15;2;70;57;26,00;26,00;26,00
R1037;14-9-2015;8:14;0;34;16;4;63;69;52,33;52,33;52,33
R1039;14-9-2015;8:18;0;33;6;9;85;70;6,33;6,33;6,33
R1041;14-9-2015;8:22;0;24;5;6;67;93;47,00;47,00;47,00
R1043;14-9-2015;8:26;0;13;3;7;147;145;32,00;32,00;32,00
R1045;14-9-2015;8:30;0;11;4;2;61;112;37,67;37,67;37,67
R1047;14-9-2015;8:35;0;14;8;3;85;119;97,33;97,33;97,33
R1049;14-9-2015;8:39;0;35;11;7;108;127;9,33;9,33;9,33
R1051;14-9-2015;8:43;0;119;3;6;51;71;4,33;4,33;4,33
R1053;14-9-2015;8:47;0;22;8;1;45;55;2,00;2,00;2,00
R1055;14-9-2015;8:52;0;35;6;2;39;51;1,33;1,33;1,33
R1057;14-9-2015;8:56;0;49;10;4;36;40;1,00;1,00;1,00
R1059;14-9-2015;9:00;0;35;7;5;29;26;3,00;3,00;3,00
R1061;14-9-2015;9:05;0;43;5;2;39;29;5,67;5,67;5,67
R1063;14-9-2015;9:09;0;25;7;2;28;20;27,67;27,67;27,67
R1065;14-9-2015;9:14;0;25;3;8;39;30;1,33;1,33;1,33
R1067;14-9-2015;9:19;0;14;6;6;48;57;3,33;3,33;3,33
R1069;14-9-2015;9:24;0;8;4;2;23;26;3,33;3,33;3,33
R1071;14-9-2015;9:28;0;9;6;2;39;35;3,33;3,33;3,33
R1073;14-9-2015;9:33;0;14;4;5;53;30;2,33;2,33;2,33
R1075;14-9-2015;9:38;0;11;3;4;34;39;3,33;3,33;3,33
R1077;14-9-2015;9:43;0;18;5;5;45;37;2,33;2,33;2,33
R1079;14-9-2015;9:48;0;35;5;2;46;23;3,33;3,33;3,33
R1081;14-9-2015;9:52;0;13;4;1;24;13;0,67;0,67;0,67
R1083;14-9-2015;9:57;0;12;2;3;73;21;1,00;1,00;1,00
R1085;14-9-2015;10:02;0;18;3;0;39;14;2,33;2,33;2,33
R1087;14-9-2015;10:07;0;19;2;5;36;21;0,33;0,33;0,33
R1089;14-9-2015;10:11;0;16;2;4;43;40;0,00;0,00;0,00
R1091;14-9-2015;10:16;0;20;3;17;81;73;24,00;24,00;24,00
R1093;14-9-2015;10:21;0;5;0;7;39;122;2,00;2,00;2,00
R1095;14-9-2015;10:26;0;6;0;5;38;32;1,00;1,00;1,00
R1097;14-9-2015;10:31;0;8;0;3;39;86;0,67;0,67;0,67
R1099;14-9-2015;10:35;0;6;0;10;59;72;0,67;0,67;0,67
R1101;14-9-2015;10:40;0;3;1;7;39;57;1,33;1,33;1,33
R1103;14-9-2015;10:45;0;2;3;8;53;75;0,33;0,33;0,33
R1105;14-9-2015;10:50;0;9;1;5;23;31;0,00;0,00;0,00
R1107;14-9-2015;10:54;0;10;0;0;26;18;2,00;2,00;2,00
R1109;14-9-2015;10:59;0;35;0;5;46;42;1,33;1,33;1,33
R1111;14-9-2015;11:04;0;13;3;1;53;31;0,67;0,67;0,67
R1113;14-9-2015;11:09;0;13;1;1;34;20;0,67;0,67;0,67
R1115;14-9-2015;11:14;0;19;3;1;29;29;1,33;1,33;1,33
R1117;14-9-2015;11:18;0;0;0;0;0;0;0,00;0,00;0,00
R1119;14-9-2015;11:23;0;10;2;2;25;17;0,67;0,67;0,67
R1121;14-9-2015;11:28;0;21;0;1;28;28;1,00;1,00;1,00
R1123;14-9-2015;11:33;0;18;1;1;16;22;0,67;0,67;0,67
R1125;14-9-2015;11:37;0;5;1;0;14;4;0,67;0,67;0,67
R1127;14-9-2015;11:42;0;23;2;2;39;18;0,33;0,33;0,33
R1129;14-9-2015;11:47;0;7;0;0;19;9;1,00;1,00;1,00
R1131;14-9-2015;11:52;0;6;1;1;11;8;1,00;1,00;1,00
R1133;14-9-2015;11:57;0;10;1;0;39;27;0,33;0,33;0,33
R1135;14-9-2015;12:01;0;16;0;0;21;11;2,00;2,00;2,00
R1137;14-9-2015;12:06;0;13;1;1;19;25;1,67;1,67;1,67
R1139;14-9-2015;12:11;0;12;0;4;24;15;0,33;0,33;0,33
R1141;14-9-2015;12:16;0;4;3;6;18;22;1,33;1,33;1,33
R1143;14-9-2015;12:20;0;20;2;7;34;35;1,00;1,00;1,00
R1145;14-9-2015;12:25;0;11;3;6;40;44;3,00;3,00;3,00
R1147;14-9-2015;12:30;0;10;1;2;23;49;3,33;3,33;3,33
R1149;14-9-2015;12:35;0;11;1;8;32;38;3,00;3,00;3,00
R1151;14-9-2015;12:40;0;15;4;16;27;42;4,67;4,67;4,67
R1153;14-9-2015;12:44;0;12;2;18;58;69;2,67;2,67;2,67
R1155;14-9-2015;12:49;0;9;3;7;58;65;1,33;1,33;1,33
R1157;14-9-2015;12:54;0;9;3;9;36;41;0,67;0,67;0,67
R1159;14-9-2015;12:59;0;2;1;1;36;23;1,00;1,00;1,00
R1161;14-9-2015;13:03;0;11;6;8;52;28;1,33;1,33;1,33
R1163;14-9-2015;13:08;0;8;3;1;20;5;0,67;0,67;0,67
R1165;14-9-2015;13:13;0;7;2;1;44;30;1,00;1,00;1,00
R1167;14-9-2015;13:18;0;9;2;3;7;9;1,67;1,67;1,67
R1169;14-9-2015;13:23;0;4;2;0;19;31;0,33;0,33;0,33
R1171;14-9-2015;13:27;0;3;1;4;9;2;0,67;0,67;0,67
R1173;14-9-2015;13:32;0;7;3;1;18;15;0,67;0,67;0,67
R1175;14-9-2015;13:37;0;19;3;0;13;11;2,00;2,00;2,00
R1177;14-9-2015;13:42;0;6;0;1;11;2;0,33;0,33;0,33
R1179;14-9-2015;13:46;0;12;4;3;31;16;0,67;0,67;0,67
R1181;14-9-2015;13:51;0;2;1;0;4;5;0,67;0,67;0,67
R1183;14-9-2015;13:56;0;1;0;0;2;1;1,00;1,00;1,00
R1185;14-9-2015;14:01;0;6;2;1;8;8;0,33;0,33;0,33
R1187;14-9-2015;14:06;0;2;1;0;17;13;1,00;1,00;1,00
R1189;14-9-2015;14:10;0;2;7;0;9;12;0,00;0,00;0,00
R1191;14-9-2015;14:15;0;7;0;2;12;41;1,00;1,00;1,00
R1193;14-9-2015;14:20;0;7;3;7;16;29;1,00;1,00;1,00
R1197;14-9-2015;14:29;0;13;3;6;12;37;0,67;0,67;0,67
R1199;14-9-2015;14:34;0;5;1;4;11;35;0,67;0,67;0,67
R1201;14-9-2015;14:39;0;7;4;2;10;28;1,67;1,67;1,67
R1203;14-9-2015;14:42;0;6;2;4;7;16;1,33;1,33;1,33
R1205;14-9-2015;14:48;0;15;0;6;24;32;3,00;3,00;3,00
R1207;14-9-2015;14:52;0;6;5;6;14;25;1,00;1,00;1,00
R1209;14-9-2015;14:57;0;9;0;2;9;11;0,00;0,00;0,00
R1211;14-9-2015;15:01;0;10;0;1;17;8;0,67;0,67;0,67
R1213;14-9-2015;15:06;0;5;2;1;9;9;1,67;1,67;1,67
R1215;14-9-2015;15:10;0;2;3;0;3;6;0,33;0,33;0,33
R1217;14-9-2015;15:14;0;0;0;0;0;0;0,00;0,00;0,00
R1219;14-9-2015;15:19;0;1;0;0;1;2;0,33;0,33;0,33
R1221;14-9-2015;15:23;0;9;1;1;10;14;2,00;2,00;2,00
R1223;14-9-2015;15:27;0;8;2;0;14;11;0,33;0,33;0,33
R1225;14-9-2015;15:32;0;9;1;2;8;10;0,67;0,67;0,67
R1227;14-9-2015;15:36;0;0;1;1;5;0;0,00;0,00;0,00
R1229;14-9-2015;15:40;0;2;1;0;1;10;0,33;0,33;0,33
R1231;14-9-2015;15:45;0;10;0;0;4;3;0,00;0,00;0,00
R1233;14-9-2015;15:49;0;5;1;0;0;5;0,33;0,33;0,33
R1237;14-9-2015;15:58;0;5;2;0;2;9;2,00;2,00;2,00
R1239;14-9-2015;16:02;0;5;1;1;6;9;1,33;1,33;1,33
R1241;14-9-2015;16:06;0;6;1;1;5;8;1,00;1,00;1,00
R1243;14-9-2015;16:11;0;1;2;1;5;10;1,33;1,33;1,33
R1245;14-9-2015;16:15;0;1;0;0;1;2;0,00;0,00;0,00
R1247;14-9-2015;16:19;0;9;0;0;4;4;0,67;0,67;0,67
R1249;14-9-2015;16:24;0;11;0;0;4;8;1,00;1,00;1,00
R1251;14-9-2015;16:28;0;11;2;5;12;12;1,33;1,33;1,33
R1255;14-9-2015;16:37;0;1;0;4;11;17;0,00;0,00;0,00
R1257;14-9-2015;16:41;0;3;0;5;9;13;2,33;2,33;2,33
R1259;14-9-2015;16:45;0;5;3;1;4;13;0,67;0,67;0,67
R1261;14-9-2015;16:50;0;10;3;2;4;15;1,67;1,67;1,67
R1263;14-9-2015;16:54;0;0;0;0;1;0;0,00;0,00;0,00
R1265;14-9-2015;16:58;0;5;1;0;3;3;0,33;0,33;0,33
R1267;14-9-2015;17:03;0;7;2;0;6;11;1,00;1,00;1,00
R1269;14-9-2015;17:07;0;3;2;1;6;8;0,00;0,00;0,00
R1273;14-9-2015;17:16;0;5;1;1;2;7;0,33;0,33;0,33
R1275;14-9-2015;17:20;0;15;1;2;3;8;0,00;0,00;0,00
R1277;14-9-2015;17:24;0;8;1;1;2;6;0,67;0,67;0,67
R1279;14-9-2015;17:29;0;20;75;0;4;4;0,67;0,67;0,67
R1281;14-9-2015;17:33;0;16;1;4;5;1;1,00;1,00;1,00
R1283;14-9-2015;17:37;0;2;0;0;0;1;0,00;0,00;0,00
R1285;14-9-2015;17:42;0;16;4;1;2;7;0,00;0,00;0,00
R1287;14-9-2015;17:46;0;21;0;1;2;1;0,00;0,00;0,00
R1291;14-9-2015;17:56;0;14;0;0;11;14;1,67;1,67;1,67
R1293;14-9-2015;18:01;0;7;3;2;0;2;0,33;0,33;0,33
R1295;14-9-2015;18:10;0;8;11;0;3;3;0,33;0,33;0,33
R1297;14-9-2015;18:24;0;9;2;2;7;8;0,33;0,33;0,33
R1299;14-9-2015;18:39;0;12;8;5;1;9;0,67;0,67;0,67
R1301;14-9-2015;18:50;0;18;0;1;1;5;0,00;0,00;0,00
R1303;14-9-2015;19:09;0;29;3;2;0;8;0,67;0,67;0,67
R1305;14-9-2015;19:24;0;13;5;2;2;6;0,67;0,67;0,67
R1307;14-9-2015;19:37;0;10;1;0;0;6;0,00;0,00;0,00
R1309;14-9-2015;19:52;0;4;1;2;2;3;0,00;0,00;0,00
R1311;14-9-2015;20:07;0;12;2;0;0;5;0,33;0,33;0,33
R1313;14-9-2015;20:22;0;5;0;1;0;3;0,00;0,00;0,00
R1315;14-9-2015;20:37;0;11;0;0;4;4;0,00;0,00;0,00
R1317;14-9-2015;20:52;0;9;2;2;0;2;0,00;0,00;0,00
R1319;14-9-2015;21:07;0;12;0;0;0;6;0,33;0,33;0,33
R1001;15-9-2015;6:10;0;1;0;0;0;0;1,33;1,33;1,33
R1003;15-9-2015;6:30;0;2;7;2;2;13;9,67;9,67;9,67
R1005;15-9-2015;6:42;0;12;14;3;2;15;3,33;3,33;3,33
R1007;15-9-2015;6:55;0;8;13;5;2;5;5,67;5,67;5,67
R1009;15-9-2015;7:05;0;3;9;5;1;12;3,67;3,67;3,67
R1011;15-9-2015;7:14;0;7;11;4;7;21;6,33;6,33;6,33
R1013;15-9-2015;7:21;0;10;16;1;5;24;2,67;2,67;2,67
R1015;15-9-2015;7:26;0;5;3;3;10;46;9,00;9,00;9,00
R1017;15-9-2015;7:31;0;4;1;1;0;22;2,33;2,33;2,33
R1019;15-9-2015;7:36;0;19;38;8;45;51;14,33;14,33;14,33
R1021;15-9-2015;7:40;0;5;13;7;10;24;4,33;4,33;4,33
R1023;15-9-2015;7:44;0;7;12;2;31;21;7,00;7,00;7,00
R1025;15-9-2015;7:48;0;6;4;2;46;21;4,67;4,67;4,67
R1027;15-9-2015;7:52;0;28;8;1;26;14;26,00;26,00;26,00
R1029;15-9-2015;7:57;0;12;7;1;34;15;3,33;3,33;3,33
R1031;15-9-2015;8:01;0;42;14;8;92;45;8,67;8,67;8,67
R1033;15-9-2015;8:05;0;47;9;7;51;33;6,67;6,67;6,67
R1035;15-9-2015;8:09;0;45;8;4;54;30;4,00;4,00;4,00
R1037;15-9-2015;8:14;0;25;3;8;111;98;9,33;9,33;9,33
R1039;15-9-2015;8:18;0;19;4;5;53;46;2,33;2,33;2,33
R1041;15-9-2015;8:22;0;31;8;13;46;52;1,00;1,00;1,00
R1043;15-9-2015;8:26;0;32;8;6;30;41;45,00;45,00;45,00
R1045;15-9-2015;8:30;0;28;7;15;137;126;38,33;38,33;38,33
R1047;15-9-2015;8:35;0;0;6;2;49;59;2,67;2,67;2,67
R1051;15-9-2015;8:43;0;66;19;19;144;129;6,67;6,67;6,67
R1053;15-9-2015;8:47;0;13;2;0;37;32;3,00;3,00;3,00
R1055;15-9-2015;8:52;0;22;5;2;25;24;1,00;1,00;1,00
R1057;15-9-2015;8:56;0;30;6;0;10;12;0,00;0,00;0,00
R1059;15-9-2015;9:00;0;26;8;0;15;23;3,00;3,00;3,00
R1061;15-9-2015;9:05;0;0;0;0;0;4;0,00;0,00;0,00
R1063;15-9-2015;9:09;0;31;7;1;43;29;3,67;3,67;3,67
R1065;15-9-2015;9:14;0;0;0;0;1;2;0,67;0,67;0,67
R1069;15-9-2015;9:24;0;25;8;3;71;112;8,00;8,00;8,00
R1071;15-9-2015;9:28;0;23;3;1;29;45;21,33;21,33;21,33
R1073;15-9-2015;9:33;0;5;1;0;20;32;4,67;4,67;4,67
R1075;15-9-2015;9:38;0;21;10;4;42;23;1,00;1,00;1,00
R1077;15-9-2015;9:43;0;23;6;2;32;41;2,33;2,33;2,33
R1079;15-9-2015;9:48;0;0;0;0;2;2;0,33;0,33;0,33
R1081;15-9-2015;9:52;0;46;8;0;62;37;3,00;3,00;3,00
R1083;15-9-2015;9:57;0;2;0;0;0;1;16,00;16,00;16,00
R1087;15-9-2015;10:07;0;33;1;13;71;78;3,67;3,67;3,67
R1089;15-9-2015;10:11;0;18;3;3;43;34;2,33;2,33;2,33
R1091;15-9-2015;10:16;0;5;1;1;17;16;0,67;0,67;0,67
R1093;15-9-2015;10:21;0;7;2;8;23;68;3,33;3,33;3,33
R1095;15-9-2015;10:26;0;19;2;4;57;139;7,00;7,00;7,00
R1097;15-9-2015;10:31;0;11;2;11;23;62;1,33;1,33;1,33
