Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1311;28-9-2015;20:07;12;0;0;1;0;0;0;0;0
R1313;28-9-2015;20:22;11;1;0;1;0;0;0;0;0
R1315;28-9-2015;20:37;8;0;2;1;1;0;0;0;0
R1317;28-9-2015;20:52;13;0;0;0;2;0;0;0;0
R1319;28-9-2015;21:07;10;0;0;2;0;1;0;0;0
R1001;29-9-2015;6:10;8;0;0;0;0;0;0;0;0
R1003;29-9-2015;6:30;36;21;3;2;0;0;0;0;0
R1005;29-9-2015;6:42;18;23;0;0;0;0;0;0;0
R1007;29-9-2015;6:55;54;0;0;2;2;1;0;0;0
R1009;29-9-2015;7:05;40;0;0;1;0;0;0;0;0
R1011;29-9-2015;7:14;55;3;0;2;0;0;0;0;0
R1013;29-9-2015;7:21;65;28;0;0;2;0;0;0;0
R1015;29-9-2015;7:26;43;20;1;0;1;0;0;0;0
R1017;29-9-2015;7:31;90;2;0;0;0;0;0;0;0
R1019;29-9-2015;7:36;81;1;2;0;3;0;0;0;0
R1021;29-9-2015;7:40;78;0;0;2;0;0;0;0;0
R1023;29-9-2015;7:44;86;0;0;0;0;0;0;0;0
R1025;29-9-2015;7:48;67;1;1;0;0;0;0;0;0
R1027;29-9-2015;7:52;89;1;0;0;6;0;0;0;0
R1029;29-9-2015;7:57;93;1;3;3;0;0;0;0;0
R1031;29-9-2015;8:01;110;114;0;4;1;0;0;0;0
R1033;29-9-2015;8:05;28;4;0;97;0;0;0;0;0
R1035;29-9-2015;8:09;278;2;4;3;6;0;0;1;0
R1037;29-9-2015;8:14;377;2;0;4;0;0;0;0;0
R1039;29-9-2015;8:18;406;0;0;0;4;0;0;0;0
R1041;29-9-2015;8:22;309;2;2;1;3;0;0;0;0
R1043;29-9-2015;8:26;260;0;0;0;0;0;0;0;0
R1045;29-9-2015;8:30;378;9;6;2;0;0;0;0;0
R1047;29-9-2015;8:35;485;5;4;3;8;6;0;0;0
R1049;29-9-2015;8:39;322;5;1;0;0;1;0;0;0
R1051;29-9-2015;8:43;396;2;3;4;3;0;1;1;0
R1053;29-9-2015;8:47;77;2;3;3;0;0;0;0;0
R1055;29-9-2015;8:52;67;5;1;0;1;2;0;0;0
R1057;29-9-2015;8:56;85;3;0;0;0;1;0;0;0
R1059;29-9-2015;9:00;179;0;0;1;2;0;0;0;0
R1061;29-9-2015;9:05;143;2;2;3;5;0;0;1;0
R1063;29-9-2015;9:09;130;2;0;0;0;0;0;1;0
R1065;29-9-2015;9:14;105;2;1;1;0;0;0;0;0
R1067;29-9-2015;9:19;86;2;0;0;2;0;0;0;0
R1069;29-9-2015;9:24;153;0;2;0;0;0;0;0;0
R1071;29-9-2015;9:28;29;0;0;1;0;0;0;0;0
R1073;29-9-2015;9:33;142;0;2;2;2;0;0;0;0
R1075;29-9-2015;9:38;58;2;2;1;0;0;0;0;0
R1077;29-9-2015;9:43;96;3;0;0;0;0;0;0;0
R1079;29-9-2015;9:48;160;0;0;4;0;0;0;0;0
R1081;29-9-2015;9:52;101;3;0;0;0;1;0;0;0
R1083;29-9-2015;9:57;149;0;4;6;3;0;0;0;0
R1085;29-9-2015;10:02;113;0;0;79;0;2;1;0;0
R1087;29-9-2015;10:07;85;2;0;16;0;0;0;0;0
R1089;29-9-2015;10:11;171;4;0;1;1;0;0;1;0
R1091;29-9-2015;10:16;110;2;2;1;0;0;0;0;0
R1093;29-9-2015;10:21;106;0;1;0;6;0;0;0;0
R1095;29-9-2015;10:26;201;4;1;1;0;0;0;1;0
R1097;29-9-2015;10:31;248;2;0;3;1;0;0;0;0
R1099;29-9-2015;10:35;58;1;1;0;0;1;0;0;0
R1101;29-9-2015;10:40;105;5;5;3;7;0;0;0;0
R1103;29-9-2015;10:45;101;1;2;1;0;0;0;2;0
R1105;29-9-2015;10:50;83;0;0;1;0;3;0;0;0
R1107;29-9-2015;10:54;58;0;2;2;4;0;0;0;0
R1109;29-9-2015;10:59;83;1;0;2;0;1;1;0;0
R1111;29-9-2015;11:04;52;0;0;0;0;0;0;0;0
R1113;29-9-2015;11:09;138;5;2;2;3;0;0;0;0
R1115;29-9-2015;11:14;61;1;1;1;0;0;1;0;0
R1117;29-9-2015;11:18;28;0;0;0;0;0;0;0;0
R1119;29-9-2015;11:23;48;0;1;0;2;0;0;0;0
R1121;29-9-2015;11:28;73;2;1;1;0;0;0;0;0
R1123;29-9-2015;11:33;69;1;0;0;3;1;0;0;0
R1125;29-9-2015;11:37;93;0;1;0;1;0;0;0;0
R1127;29-9-2015;11:42;61;0;0;0;0;0;1;0;0
R1129;29-9-2015;11:47;40;0;0;2;1;1;0;0;0
R1131;29-9-2015;11:52;38;3;0;2;1;0;0;0;0
R1133;29-9-2015;11:57;3;0;0;0;0;0;0;0;0
R1135;29-9-2015;12:01;118;2;0;5;2;0;0;0;0
R1137;29-9-2015;12:06;34;0;1;1;4;1;0;0;0
R1139;29-9-2015;12:11;110;1;1;10;0;0;0;1;0
R1141;29-9-2015;12:16;64;4;0;0;0;0;0;0;0
R1143;29-9-2015;12:20;126;0;1;1;0;0;0;0;0
R1145;29-9-2015;12:25;133;65;0;4;8;0;0;1;0
R1147;29-9-2015;12:30;23;16;0;1;0;0;0;0;0
R1149;29-9-2015;12:35;134;3;0;1;2;0;0;0;0
R1151;29-9-2015;12:40;97;2;0;1;5;2;0;0;0
R1153;29-9-2015;12:44;72;1;0;0;0;2;0;0;0
R1155;29-9-2015;12:49;123;2;3;1;0;1;0;0;0
R1157;29-9-2015;12:54;52;1;7;4;8;0;0;0;0
R1159;29-9-2015;12:59;74;1;1;3;0;0;0;0;0
R1161;29-9-2015;13:03;71;2;0;0;1;2;1;0;0
R1163;29-9-2015;13:08;38;1;5;1;3;0;0;0;0
R1165;29-9-2015;13:13;64;2;0;1;0;0;0;0;0
R1167;29-9-2015;13:18;51;2;0;1;0;1;0;0;0
R1169;29-9-2015;13:23;60;0;2;0;1;0;0;0;0
R1171;29-9-2015;13:27;109;3;1;0;5;0;0;1;0
R1173;29-9-2015;13:32;11;0;1;1;0;1;0;0;0
R1175;29-9-2015;13:37;26;1;0;1;0;1;0;0;0
R1177;29-9-2015;13:42;50;1;0;1;2;0;0;0;0
R1179;29-9-2015;13:46;64;1;1;0;1;0;0;0;0
R1181;29-9-2015;13:51;52;0;0;0;0;0;0;0;0
R1183;29-9-2015;13:56;63;0;0;3;0;1;0;1;0
R1185;29-9-2015;14:01;54;2;0;36;6;2;0;0;0
R1187;29-9-2015;14:06;13;0;0;0;0;0;0;0;0
R1189;29-9-2015;14:10;34;0;1;2;0;0;1;1;0
R1191;29-9-2015;14:15;21;1;0;0;0;0;0;0;0
R1193;29-9-2015;14:20;37;0;0;0;0;1;0;0;0
R1195;29-9-2015;14:25;61;0;1;0;0;0;0;0;0
R1197;29-9-2015;14:29;69;0;0;2;0;1;0;0;0
R1199;29-9-2015;14:34;192;0;3;12;3;0;1;0;0
R1201;29-9-2015;14:39;107;0;0;5;0;1;1;1;0
R1203;29-9-2015;14:42;153;0;2;45;3;0;0;0;0
R1205;29-9-2015;14:48;54;3;0;6;0;0;0;0;0
R1207;29-9-2015;14:52;56;0;0;5;5;1;0;0;0
R1209;29-9-2015;14:57;41;1;0;0;0;5;0;0;0
R1211;29-9-2015;15:01;28;1;0;0;0;4;0;0;0
R1213;29-9-2015;15:06;12;0;1;0;0;3;0;0;0
R1215;29-9-2015;15:10;27;0;1;0;0;2;0;0;0
R1217;29-9-2015;15:14;13;0;0;1;0;6;0;0;0
R1219;29-9-2015;15:19;21;0;0;2;2;0;1;0;0
R1221;29-9-2015;15:23;16;0;0;0;0;0;0;0;0
R1223;29-9-2015;15:27;23;1;1;1;0;0;0;0;0
R1225;29-9-2015;15:32;20;0;0;0;0;0;0;0;0
R1227;29-9-2015;15:36;28;2;0;2;2;0;0;0;0
R1229;29-9-2015;15:40;18;0;0;0;0;0;0;0;0
R1231;29-9-2015;15:45;15;2;0;0;0;0;0;0;0
R1233;29-9-2015;15:49;21;0;0;0;0;2;0;0;0
R1235;29-9-2015;15:53;26;0;0;1;0;0;0;0;0
R1237;29-9-2015;15:58;33;3;0;0;4;0;1;0;0
R1239;29-9-2015;16:02;19;1;0;0;0;0;0;0;0
R1241;29-9-2015;16:06;18;0;0;1;0;0;0;0;0
R1243;29-9-2015;16:11;40;2;3;0;0;0;0;0;0
R1245;29-9-2015;16:15;21;0;0;0;0;2;0;0;0
R1247;29-9-2015;16:19;15;0;0;0;2;0;0;0;0
R1249;29-9-2015;16:24;22;0;0;0;0;2;0;0;0
R1251;29-9-2015;16:28;20;2;2;1;2;0;0;0;0
R1253;29-9-2015;16:32;32;1;2;0;1;1;0;0;0
R1255;29-9-2015;16:37;25;1;0;0;1;0;0;0;0
R1257;29-9-2015;16:41;26;0;0;0;0;1;0;0;0
R1259;29-9-2015;16:45;48;1;1;1;2;2;0;0;0
R1261;29-9-2015;16:50;48;4;3;6;0;11;5;0;0
R1263;29-9-2015;16:54;6;0;1;1;1;0;0;1;0
R1265;29-9-2015;16:58;39;5;0;0;3;2;0;0;0
R1267;29-9-2015;17:03;14;0;0;2;2;0;0;0;0
R1269;29-9-2015;17:07;26;3;0;0;2;22;1;0;0
R1271;29-9-2015;17:11;19;0;0;2;0;1;0;0;0
R1273;29-9-2015;17:16;15;0;1;2;0;2;0;0;0
R1275;29-9-2015;17:20;12;1;1;0;2;0;0;0;0
R1277;29-9-2015;17:24;18;0;0;1;1;0;0;0;0
R1279;29-9-2015;17:29;21;1;0;1;0;0;0;0;0
R1281;29-9-2015;17:33;18;3;1;2;0;1;0;0;0
R1283;29-9-2015;17:37;8;0;1;0;1;0;0;0;0
R1285;29-9-2015;17:42;0;0;0;0;0;0;0;0;0
R1287;29-9-2015;17:46;48;0;0;1;0;1;0;0;0
R1289;29-9-2015;17:51;26;0;3;0;1;0;0;0;0
R1291;29-9-2015;17:56;34;2;0;0;1;0;0;0;0
R1293;29-9-2015;18:01;23;1;0;1;0;0;0;0;0
R1295;29-9-2015;18:10;36;0;0;0;1;0;0;0;0
R1297;29-9-2015;18:24;40;3;3;2;1;1;0;0;0
R1299;29-9-2015;18:39;23;1;0;0;1;0;0;0;0
R1301;29-9-2015;18:50;30;0;0;0;2;0;0;0;0
R1303;29-9-2015;19:09;46;1;2;0;0;0;0;0;0
R1305;29-9-2015;19:24;11;1;0;0;0;1;0;0;0
R1307;29-9-2015;19:37;16;1;0;1;1;0;0;0;0
R1309;29-9-2015;19:52;13;1;0;1;1;1;0;0;0
R1311;29-9-2015;20:07;13;0;0;0;0;0;0;0;0
R1313;29-9-2015;20:22;2;0;0;0;0;0;0;0;0
R1315;29-9-2015;20:37;21;2;0;0;0;0;0;0;0
R1317;29-9-2015;20:52;6;1;0;1;0;0;0;0;0
R1319;29-9-2015;21:07;15;0;0;0;0;0;0;0;0
R1001;30-9-2015;6:10;1;0;0;0;0;0;0;0;0
R1003;30-9-2015;6:30;38;1;2;2;0;1;0;0;0
R1005;30-9-2015;6:42;0;6;0;0;0;0;0;0;0
R1007;30-9-2015;6:55;31;2;0;1;0;0;0;0;0
R1009;30-9-2015;7:05;26;1;0;1;1;0;0;0;0
R1011;30-9-2015;7:14;58;1;0;0;3;0;0;0;0
R1013;30-9-2015;7:21;59;2;0;2;0;0;0;0;0
R1015;30-9-2015;7:26;19;1;1;0;1;0;0;0;0
R1017;30-9-2015;7:31;85;1;0;0;0;0;0;0;0
R1019;30-9-2015;7:36;130;1;1;2;4;0;0;0;0
R1021;30-9-2015;7:40;71;65;0;0;1;0;0;0;0
R1023;30-9-2015;7:44;58;97;4;0;0;0;0;0;0
R1025;30-9-2015;7:48;110;3;0;0;0;0;0;0;0
R1027;30-9-2015;7:52;55;95;2;2;1;0;0;0;0
R1029;30-9-2015;7:57;94;8;1;2;0;3;0;0;0
R1031;30-9-2015;8:01;96;98;0;0;0;0;0;0;0
R1033;30-9-2015;8:05;84;2;2;5;3;0;0;0;0
R1035;30-9-2015;8:09;231;1;0;0;0;0;0;0;0
R1037;30-9-2015;8:14;234;1;4;2;3;1;0;0;0
R1039;30-9-2015;8:18;96;2;0;0;0;1;0;0;0
R1041;30-9-2015;8:22;220;2;1;0;2;0;0;0;0
R1043;30-9-2015;8:26;198;2;2;3;2;0;0;0;0
R1045;30-9-2015;8:30;366;5;1;4;6;0;0;1;0
R1047;30-9-2015;8:35;387;3;1;0;2;0;0;1;0
R1049;30-9-2015;8:39;270;3;1;4;0;0;0;0;0
R1051;30-9-2015;8:43;3;0;0;0;2;0;0;0;0
R1053;30-9-2015;8:47;155;4;0;3;0;1;0;0;0
R1055;30-9-2015;8:52;100;0;2;0;4;0;0;1;0
R1057;30-9-2015;8:56;288;1;5;2;2;0;0;0;0
R1059;30-9-2015;9:00;75;0;0;0;0;0;0;0;0
R1061;30-9-2015;9:05;147;7;2;2;3;0;0;0;0
R1063;30-9-2015;9:09;121;3;3;1;0;0;0;0;0
R1065;30-9-2015;9:14;135;0;0;1;0;0;0;0;0
R1067;30-9-2015;9:19;96;0;1;0;0;0;0;0;0
R1069;30-9-2015;9:24;170;1;0;1;1;0;0;0;0
R1071;30-9-2015;9:28;105;2;0;1;0;0;0;0;0
R1073;30-9-2015;9:33;108;4;2;3;2;0;0;0;0
R1075;30-9-2015;9:38;31;0;0;0;0;0;0;0;0
R1077;30-9-2015;9:43;110;0;0;1;0;0;1;0;0
R1081;30-9-2015;9:52;66;1;1;2;1;0;0;0;0
R1083;30-9-2015;9:57;109;3;0;0;0;0;0;0;0
R1085;30-9-2015;10:02;68;1;0;1;1;1;1;0;0
R1087;30-9-2015;10:07;102;2;0;2;0;3;0;0;0
R1089;30-9-2015;10:11;98;1;5;6;0;0;0;0;0
R1091;30-9-2015;10:16;125;2;3;0;0;0;0;0;0
R1093;30-9-2015;10:21;112;3;0;3;2;1;0;0;0
R1095;30-9-2015;10:26;116;0;1;0;6;0;0;0;0
R1097;30-9-2015;10:31;68;19;2;5;3;0;2;0;0
R1099;30-9-2015;10:35;283;3;0;2;3;0;0;0;0
R1101;30-9-2015;10:40;113;5;1;2;1;0;0;0;0
R1103;30-9-2015;10:45;112;3;3;0;0;2;0;0;0
R1105;30-9-2015;10:50;75;4;0;1;2;1;0;0;0
R1107;30-9-2015;10:54;77;2;0;2;0;3;1;0;0
R1109;30-9-2015;10:59;58;0;0;0;0;0;0;6;0
R1111;30-9-2015;11:04;72;2;0;0;0;0;0;0;0
R1113;30-9-2015;11:09;97;0;0;0;6;0;0;0;0
R1115;30-9-2015;11:14;58;2;2;2;0;0;0;0;0
R1117;30-9-2015;11:18;62;0;0;1;0;0;0;0;0
R1119;30-9-2015;11:23;30;0;0;0;0;0;0;0;0
R1121;30-9-2015;11:28;76;1;1;0;1;0;0;0;0
R1123;30-9-2015;11:33;78;2;0;1;4;0;0;0;0
R1125;30-9-2015;11:37;35;0;0;0;1;0;0;0;0
R1127;30-9-2015;11:42;75;4;0;0;0;0;0;0;0
R1129;30-9-2015;11:47;0;0;0;0;0;0;0;0;0
R1131;30-9-2015;11:52;32;2;0;0;0;1;0;0;0
R1133;30-9-2015;11:57;61;3;0;1;2;0;0;0;0
R1135;30-9-2015;12:01;90;0;1;0;2;2;2;0;0
R1137;30-9-2015;12:06;77;0;0;0;0;0;0;0;0
R1139;30-9-2015;12:11;63;1;0;1;2;0;0;0;0
R1141;30-9-2015;12:16;94;0;0;1;0;0;0;0;0
R1143;30-9-2015;12:20;54;2;0;0;0;0;0;0;0
R1145;30-9-2015;12:25;107;0;1;1;6;1;0;0;0
R1147;30-9-2015;12:30;67;2;1;1;0;0;0;0;0
R1149;30-9-2015;12:35;184;1;0;0;0;0;0;0;0
R1151;30-9-2015;12:40;198;1;2;0;8;2;0;0;0
R1153;30-9-2015;12:44;98;3;0;0;0;3;0;0;0
R1155;30-9-2015;12:49;114;1;2;0;5;1;0;0;0
R1157;30-9-2015;12:54;114;0;1;2;0;2;0;0;0
R1159;30-9-2015;12:59;97;4;0;0;2;0;0;0;0
R1161;30-9-2015;13:03;57;2;2;5;0;0;0;0;0
R1163;30-9-2015;13:08;9;0;2;2;2;0;0;0;0
R1165;30-9-2015;13:13;66;4;0;0;0;0;0;0;0
R1167;30-9-2015;13:18;56;0;1;2;0;0;0;0;0
R1169;30-9-2015;13:23;69;0;0;0;0;0;0;0;0
R1171;30-9-2015;13:27;61;2;1;2;4;0;0;0;0
R1173;30-9-2015;13:32;45;3;0;1;1;0;0;0;0
R1175;30-9-2015;13:37;15;0;1;1;1;1;0;0;0
R1177;30-9-2015;13:42;50;1;0;1;0;0;0;1;0
R1179;30-9-2015;13:46;32;1;0;0;2;0;1;0;0
R1181;30-9-2015;13:51;2;0;0;0;1;0;0;0;0
R1183;30-9-2015;13:56;31;0;0;0;2;0;0;0;0
R1185;30-9-2015;14:01;24;0;0;0;0;0;0;0;0
R1187;30-9-2015;14:06;34;0;0;2;0;0;0;0;0
R1189;30-9-2015;14:10;40;0;0;0;0;0;0;0;0
R1191;30-9-2015;14:15;26;0;1;0;2;0;2;0;0
R1193;30-9-2015;14:20;2;1;0;0;0;0;0;0;0
R1195;30-9-2015;14:25;69;1;1;2;2;0;0;0;0
R1197;30-9-2015;14:29;45;0;1;2;1;1;0;0;0
R1199;30-9-2015;14:34;14;0;0;1;2;0;0;0;0
R1201;30-9-2015;14:39;0;0;0;0;0;0;0;0;0
R1203;30-9-2015;14:42;84;4;0;5;2;0;0;0;0
R1205;30-9-2015;14:48;32;0;1;0;1;1;0;0;0
R1207;30-9-2015;14:52;41;3;0;2;0;0;0;0;0
R1209;30-9-2015;14:57;34;3;2;1;0;0;0;0;0
R1211;30-9-2015;15:01;32;1;0;0;0;1;3;0;0
R1213;30-9-2015;15:06;12;2;1;0;0;0;0;0;0
R1215;30-9-2015;15:10;20;2;0;0;0;0;0;0;0
R1217;30-9-2015;15:14;25;1;0;2;0;4;0;0;0
R1219;30-9-2015;15:19;20;1;0;0;1;0;0;0;0
R1221;30-9-2015;15:23;15;0;0;1;0;0;0;0;0
R1223;30-9-2015;15:27;8;0;0;1;1;2;0;0;0
R1225;30-9-2015;15:32;27;2;0;0;0;0;0;0;0
R1227;30-9-2015;15:36;29;0;1;1;1;3;0;0;0
R1229;30-9-2015;15:40;18;1;0;0;0;0;0;0;0
R1231;30-9-2015;15:45;19;1;0;0;0;0;2;0;0
R1233;30-9-2015;15:49;6;1;0;0;3;0;0;0;0
R1235;30-9-2015;15:53;44;1;0;1;0;0;0;0;0
R1237;30-9-2015;15:58;16;0;0;0;0;0;0;0;0
R1239;30-9-2015;16:02;26;0;0;0;0;0;1;1;0
R1241;30-9-2015;16:06;23;0;2;1;3;0;0;0;0
R1243;30-9-2015;16:11;16;1;0;0;0;0;0;0;0
R1245;30-9-2015;16:15;19;0;0;0;0;0;0;0;0
R1247;30-9-2015;16:19;23;1;1;0;0;1;0;0;0
R1249;30-9-2015;16:24;11;0;1;1;0;0;0;0;0
R1251;30-9-2015;16:28;34;2;0;1;0;0;1;0;0
R1253;30-9-2015;16:32;1;1;0;0;2;0;0;0;0
R1255;30-9-2015;16:37;32;0;0;0;2;1;0;0;0
R1257;30-9-2015;16:41;29;0;0;0;1;0;0;0;0
R1259;30-9-2015;16:45;14;1;0;0;0;0;0;0;0
R1261;30-9-2015;16:50;26;1;0;1;0;1;0;0;0
R1263;30-9-2015;16:54;13;2;1;0;1;0;0;0;0
R1265;30-9-2015;16:58;21;3;0;0;1;0;0;0;0
R1267;30-9-2015;17:03;12;0;1;1;0;2;0;0;0
R1269;30-9-2015;17:07;10;3;0;0;1;1;0;0;0
R1271;30-9-2015;17:11;14;0;0;0;1;1;0;0;0
R1273;30-9-2015;17:16;22;0;0;0;0;0;0;0;0
R1275;30-9-2015;17:20;25;0;0;0;0;0;0;0;0
R1277;30-9-2015;17:24;4;0;0;1;0;0;0;0;0
R1279;30-9-2015;17:29;46;4;0;1;0;0;0;1;0
R1281;30-9-2015;17:33;13;1;1;0;1;0;0;0;0
R1283;30-9-2015;17:37;6;0;2;0;1;0;0;0;0
R1285;30-9-2015;17:42;22;0;0;0;0;0;0;0;0
R1287;30-9-2015;17:46;13;1;0;0;1;0;0;0;0
R1289;30-9-2015;17:51;17;1;0;0;0;0;0;0;0
R1291;30-9-2015;17:56;14;0;0;0;0;0;0;0;0
R1293;30-9-2015;18:01;14;2;0;0;0;0;0;0;0
R1295;30-9-2015;18:10;18;1;0;0;1;0;0;0;0
R1297;30-9-2015;18:24;4;0;0;1;0;0;0;0;0
R1299;30-9-2015;18:39;10;2;0;2;0;1;0;0;0
R1301;30-9-2015;18:50;31;1;0;1;0;0;0;0;0
R1303;30-9-2015;19:09;47;0;0;0;0;0;0;0;0
R1305;30-9-2015;19:24;28;0;0;0;2;0;0;0;0
R1307;30-9-2015;19:37;19;1;0;0;0;0;0;0;0
R1309;30-9-2015;19:52;16;0;0;0;0;0;0;0;0
R1311;30-9-2015;20:07;13;2;0;0;0;0;0;0;0
R1313;30-9-2015;20:22;10;1;0;1;0;0;0;0;0
R1315;30-9-2015;20:37;15;0;0;0;0;0;0;0;0
R1317;30-9-2015;20:52;10;0;0;0;1;1;0;0;0
R1319;30-9-2015;21:07;12;0;0;0;0;0;0;0;0
