Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1081;14-9-2015;9:52;54;1;1;1;0;0;0;0;0
R1083;14-9-2015;9:57;111;0;0;1;1;1;0;0;0
R1085;14-9-2015;10:02;78;1;1;1;0;0;0;0;0
R1087;14-9-2015;10:07;72;4;3;1;2;2;0;0;0
R1089;14-9-2015;10:11;96;2;1;3;2;0;1;0;0
R1091;14-9-2015;10:16;146;116;0;0;3;1;0;0;0
R1093;14-9-2015;10:21;175;0;0;3;0;0;1;0;0
R1095;14-9-2015;10:26;70;3;0;2;9;0;0;0;0
R1097;14-9-2015;10:31;125;6;1;5;0;1;0;0;0
R1099;14-9-2015;10:35;141;2;3;1;2;0;0;0;0
R1101;14-9-2015;10:40;97;1;0;1;12;0;0;0;0
R1103;14-9-2015;10:45;132;0;7;1;1;1;0;0;0
R1105;14-9-2015;10:50;63;1;0;2;3;0;0;0;0
R1107;14-9-2015;10:54;59;0;0;0;0;1;0;0;0
R1109;14-9-2015;10:59;23;107;0;0;2;0;0;0;0
R1111;14-9-2015;11:04;97;2;1;0;2;1;0;0;0
R1113;14-9-2015;11:09;65;2;0;2;1;0;1;0;0
R1115;14-9-2015;11:14;80;2;2;0;1;0;0;0;0
R1117;14-9-2015;11:18;0;0;0;0;0;0;0;0;0
R1119;14-9-2015;11:23;56;2;0;0;0;0;0;0;0
R1121;14-9-2015;11:28;76;0;3;0;1;1;0;0;0
R1123;14-9-2015;11:33;56;1;0;1;2;0;0;0;0
R1125;14-9-2015;11:37;25;1;0;0;0;0;0;0;0
R1127;14-9-2015;11:42;81;2;1;1;0;0;0;0;0
R1129;14-9-2015;11:47;36;2;0;0;0;0;0;0;0
R1131;14-9-2015;11:52;17;2;1;0;9;1;0;0;0
R1133;14-9-2015;11:57;70;2;2;3;0;0;0;1;0
R1135;14-9-2015;12:01;51;1;1;0;0;0;0;1;0
R1137;14-9-2015;12:06;56;0;0;2;4;2;0;0;0
R1139;14-9-2015;12:11;56;0;0;0;0;0;0;0;0
R1141;14-9-2015;12:16;55;1;0;0;0;0;0;1;0
R1143;14-9-2015;12:20;96;1;0;1;1;0;1;1;0
R1145;14-9-2015;12:25;110;1;1;0;0;0;1;0;0
R1147;14-9-2015;12:30;90;1;0;0;4;0;0;0;0
R1149;14-9-2015;12:35;92;1;4;1;1;0;0;0;0
R1151;14-9-2015;12:40;109;1;0;1;5;1;0;1;0
R1153;14-9-2015;12:44;149;2;0;3;8;5;0;0;0
R1155;14-9-2015;12:49;129;3;6;3;3;2;0;0;0
R1157;14-9-2015;12:54;95;0;0;1;2;1;1;0;0
R1159;14-9-2015;12:59;51;0;2;1;10;0;2;0;0
R1161;14-9-2015;13:03;96;4;3;2;0;3;1;0;0
R1163;14-9-2015;13:08;36;2;0;0;0;1;0;0;0
R1165;14-9-2015;13:13;83;1;1;1;0;1;0;0;0
R1167;14-9-2015;13:18;32;2;0;1;0;0;0;0;0
R1169;14-9-2015;13:23;53;0;1;2;1;0;0;0;0
R1171;14-9-2015;13:27;18;0;0;2;1;0;0;0;0
R1173;14-9-2015;13:32;44;1;0;1;0;0;0;0;0
R1175;14-9-2015;13:37;49;1;0;1;1;0;0;0;0
R1177;14-9-2015;13:42;19;1;0;1;0;0;0;0;0
R1179;14-9-2015;13:46;63;1;1;1;1;0;1;0;0
R1181;14-9-2015;13:51;14;0;0;0;0;0;0;0;0
R1183;14-9-2015;13:56;7;0;0;0;0;0;0;0;0
R1185;14-9-2015;14:01;23;1;0;2;0;0;0;0;0
R1187;14-9-2015;14:06;32;0;0;2;1;1;0;0;0
R1189;14-9-2015;14:10;28;1;0;1;0;0;0;0;0
R1191;14-9-2015;14:15;62;1;0;0;2;0;0;0;0
R1193;14-9-2015;14:20;62;1;0;0;1;0;1;0;0
R1197;14-9-2015;14:29;67;4;0;1;0;0;0;1;0
R1199;14-9-2015;14:34;52;1;1;2;2;0;0;0;0
R1201;14-9-2015;14:39;50;3;0;1;1;1;0;0;0
R1203;14-9-2015;14:42;37;1;0;0;0;1;0;0;0
R1205;14-9-2015;14:48;78;2;2;2;2;0;0;0;0
R1207;14-9-2015;14:52;48;1;1;4;2;3;0;0;0
R1209;14-9-2015;14:57;29;0;0;0;2;0;0;0;0
R1211;14-9-2015;15:01;35;0;0;2;0;1;0;0;0
R1213;14-9-2015;15:06;21;3;0;1;2;3;1;0;0
R1215;14-9-2015;15:10;14;0;0;1;0;0;0;0;0
R1217;14-9-2015;15:14;0;0;0;0;0;0;0;0;0
R1219;14-9-2015;15:19;0;2;0;1;1;1;0;0;0
R1221;14-9-2015;15:23;38;0;0;1;1;0;1;0;0
R1223;14-9-2015;15:27;34;0;0;2;0;0;0;0;0
R1225;14-9-2015;15:32;27;2;0;1;1;1;0;0;0
R1227;14-9-2015;15:36;7;0;0;0;0;0;0;0;0
R1229;14-9-2015;15:40;14;1;0;0;0;0;0;0;0
R1231;14-9-2015;15:45;14;1;0;1;0;1;0;0;0
R1233;14-9-2015;15:49;10;2;0;0;0;0;0;0;0
R1237;14-9-2015;15:58;18;1;1;0;2;2;0;0;0
R1239;14-9-2015;16:02;20;1;0;1;3;1;0;0;0
R1241;14-9-2015;16:06;18;4;1;0;1;0;0;0;0
R1243;14-9-2015;16:11;15;0;0;3;3;2;0;0;0
R1245;14-9-2015;16:15;4;0;0;0;0;0;0;0;0
R1247;14-9-2015;16:19;16;2;0;0;1;0;0;0;0
R1249;14-9-2015;16:24;23;0;0;1;2;0;0;0;0
R1251;14-9-2015;16:28;37;2;0;6;0;1;0;0;0
R1255;14-9-2015;16:37;24;4;0;0;4;1;0;0;0
R1257;14-9-2015;16:41;28;4;1;1;2;1;0;0;0
R1259;14-9-2015;16:45;21;3;1;0;1;1;1;0;0
R1261;14-9-2015;16:50;28;3;0;1;1;2;4;0;0
R1263;14-9-2015;16:54;0;1;0;0;0;0;0;0;0
R1265;14-9-2015;16:58;6;2;0;1;2;2;0;0;0
R1267;14-9-2015;17:03;21;0;0;4;0;4;0;0;0
R1269;14-9-2015;17:07;15;1;1;0;2;1;0;0;0
R1273;14-9-2015;17:16;13;1;0;1;0;2;0;0;0
R1275;14-9-2015;17:20;26;0;0;0;1;2;0;0;0
R1277;14-9-2015;17:24;18;0;2;0;0;0;0;0;0
R1279;14-9-2015;17:29;102;0;0;2;1;0;0;0;0
R1281;14-9-2015;17:33;27;2;0;1;0;0;0;0;0
R1283;14-9-2015;17:37;2;0;0;0;1;0;0;0;0
R1285;14-9-2015;17:42;28;1;0;0;0;1;0;0;0
R1287;14-9-2015;17:46;25;0;0;0;0;0;0;0;0
R1291;14-9-2015;17:56;32;4;3;2;3;0;0;0;0
R1293;14-9-2015;18:01;15;0;0;0;0;0;0;0;0
R1295;14-9-2015;18:10;15;1;1;9;0;0;0;0;0
R1297;14-9-2015;18:24;25;1;0;2;1;0;0;0;0
R1299;14-9-2015;18:39;36;0;1;0;0;0;0;0;0
R1301;14-9-2015;18:50;25;0;0;0;0;0;0;0;0
R1303;14-9-2015;19:09;42;0;0;1;0;1;0;0;0
R1305;14-9-2015;19:24;29;0;0;1;0;0;0;0;0
R1307;14-9-2015;19:37;16;0;0;1;0;0;0;0;0
R1309;14-9-2015;19:52;10;0;0;1;1;0;0;0;0
R1311;14-9-2015;20:07;15;1;0;2;1;1;0;0;0
R1313;14-9-2015;20:22;9;0;0;0;0;0;0;0;0
R1315;14-9-2015;20:37;14;0;0;3;2;0;0;0;0
R1317;14-9-2015;20:52;15;0;0;0;0;0;0;0;0
R1319;14-9-2015;21:07;16;2;0;1;0;0;0;0;0
R1001;15-9-2015;6:10;5;0;0;0;0;0;0;0;0
R1003;15-9-2015;6:30;49;2;2;2;0;0;0;0;0
R1005;15-9-2015;6:42;56;0;0;0;0;0;0;0;0
R1007;15-9-2015;6:55;44;1;0;2;2;1;0;0;0
R1009;15-9-2015;7:05;0;38;1;0;2;0;0;0;0
R1011;15-9-2015;7:14;64;2;0;2;1;0;0;0;0
R1013;15-9-2015;7:21;61;1;0;0;2;0;0;0;0
R1015;15-9-2015;7:26;88;1;0;0;5;0;0;0;0
R1017;15-9-2015;7:31;0;35;0;0;0;0;0;0;0
R1019;15-9-2015;7:36;80;120;1;2;1;0;0;0;0
R1021;15-9-2015;7:40;0;67;3;1;1;0;0;0;0
R1023;15-9-2015;7:44;0;94;0;0;0;0;0;0;0
R1025;15-9-2015;7:48;90;3;0;0;0;0;0;0;0
R1027;15-9-2015;7:52;5;149;0;1;0;0;0;0;0
R1029;15-9-2015;7:57;69;5;0;4;0;1;0;0;0
R1031;15-9-2015;8:01;223;1;1;2;0;0;0;0;0
R1033;15-9-2015;8:05;165;1;0;1;0;0;0;0;0
R1035;15-9-2015;8:09;141;3;2;4;3;0;0;0;0
R1037;15-9-2015;8:14;265;2;0;4;1;0;0;1;0
R1039;15-9-2015;8:18;131;0;1;0;0;2;0;0;0
R1041;15-9-2015;8:22;150;1;0;1;1;0;0;0;0
R1043;15-9-2015;8:26;248;4;0;0;0;0;0;0;0
R1045;15-9-2015;8:30;417;8;1;1;1;0;0;0;0
R1047;15-9-2015;8:35;97;0;2;7;13;2;1;2;0
R1051;15-9-2015;8:43;379;6;6;3;2;0;0;1;0
R1053;15-9-2015;8:47;79;0;3;3;8;0;0;0;0
R1055;15-9-2015;8:52;72;3;0;3;2;0;1;0;0
R1057;15-9-2015;8:56;56;2;0;0;0;0;0;0;0
R1059;15-9-2015;9:00;79;0;1;0;1;0;0;0;0
R1061;15-9-2015;9:05;0;0;0;2;0;1;1;0;0
R1063;15-9-2015;9:09;118;3;1;0;0;0;0;0;0
R1065;15-9-2015;9:14;0;0;3;2;0;0;0;0;0
R1069;15-9-2015;9:24;237;2;2;1;1;0;0;0;0
R1071;15-9-2015;9:28;159;1;1;4;0;0;0;0;0
R1073;15-9-2015;9:33;63;5;0;2;1;1;0;0;0
R1075;15-9-2015;9:38;99;3;1;0;0;0;0;0;0
R1077;15-9-2015;9:43;105;3;1;2;0;0;0;0;0
R1079;15-9-2015;9:48;0;1;0;3;0;0;0;1;0
R1081;15-9-2015;9:52;159;2;1;0;0;0;0;0;0
R1083;15-9-2015;9:57;49;1;0;0;0;1;0;0;0
R1087;15-9-2015;10:07;194;8;1;2;2;0;0;0;0
R1089;15-9-2015;10:11;102;1;2;3;0;0;0;0;0
R1091;15-9-2015;10:16;38;3;0;1;0;0;0;0;0
R1093;15-9-2015;10:21;100;6;0;0;12;0;0;0;0
R1095;15-9-2015;10:26;230;7;1;1;0;1;1;1;0
R1097;15-9-2015;10:31;108;0;1;2;1;0;1;0;0
R1099;15-9-2015;10:35;118;3;0;0;0;0;0;0;0
R1101;15-9-2015;10:40;92;2;5;3;1;1;0;0;0
R1103;15-9-2015;10:45;38;0;0;0;0;0;0;0;0
R1105;15-9-2015;10:50;126;4;0;0;1;2;0;0;0
R1107;15-9-2015;10:54;117;3;0;1;1;3;0;0;0
R1109;15-9-2015;10:59;69;1;0;2;5;1;0;0;0
R1111;15-9-2015;11:04;44;12;0;1;0;0;1;0;0
R1113;15-9-2015;11:09;55;0;1;0;4;0;0;0;0
R1115;15-9-2015;11:14;0;0;0;1;0;0;0;0;0
R1117;15-9-2015;11:18;26;2;0;1;5;0;0;1;0
R1119;15-9-2015;11:23;23;0;1;0;0;0;0;0;0
R1121;15-9-2015;11:28;48;1;1;0;1;0;0;0;0
R1123;15-9-2015;11:33;102;2;0;2;3;1;0;0;0
R1125;15-9-2015;11:37;81;1;1;1;0;1;0;0;0
R1127;15-9-2015;11:42;31;0;0;0;0;2;0;0;0
R1129;15-9-2015;11:47;47;0;0;0;0;0;0;0;0
R1131;15-9-2015;11:52;40;0;0;0;0;0;0;0;0
R1133;15-9-2015;11:57;0;3;0;1;1;1;0;0;0
R1135;15-9-2015;12:01;0;0;0;0;0;0;0;0;0
R1137;15-9-2015;12:06;49;1;2;2;5;0;0;0;0
R1139;15-9-2015;12:11;71;2;0;0;1;0;0;0;0
R1141;15-9-2015;12:16;69;1;1;1;0;0;0;0;0
R1143;15-9-2015;12:20;149;1;0;0;5;1;1;0;0
R1145;15-9-2015;12:25;160;0;0;1;0;0;0;0;0
R1147;15-9-2015;12:30;97;2;1;1;0;1;0;0;0
R1149;15-9-2015;12:35;101;5;8;3;9;0;0;0;0
R1151;15-9-2015;12:40;1;0;3;1;0;0;0;0;0
R1153;15-9-2015;12:44;60;0;1;2;0;3;0;0;0
R1155;15-9-2015;12:49;105;13;2;1;0;2;4;0;0
R1157;15-9-2015;12:54;124;0;2;0;9;4;0;0;0
R1159;15-9-2015;12:59;72;3;2;0;1;8;2;0;0
R1163;15-9-2015;13:08;68;1;0;3;0;0;0;0;0
R1165;15-9-2015;13:13;90;0;3;2;0;0;1;0;0
R1167;15-9-2015;13:18;10;0;0;0;3;0;0;0;0
R1169;15-9-2015;13:23;1;1;0;1;0;0;1;0;0
R1171;15-9-2015;13:27;35;0;1;0;0;0;0;0;0
R1173;15-9-2015;13:32;16;2;1;2;0;0;0;0;0
R1175;15-9-2015;13:37;53;1;1;0;0;0;0;0;0
R1177;15-9-2015;13:42;42;0;1;0;2;0;0;0;0
R1179;15-9-2015;13:46;21;1;0;0;1;0;0;0;0
R1181;15-9-2015;13:51;31;0;1;0;0;0;0;0;0
R1183;15-9-2015;13:56;40;0;0;1;0;0;0;0;0
R1185;15-9-2015;14:01;25;2;0;0;1;0;0;0;0
R1187;15-9-2015;14:06;0;0;0;0;0;0;0;0;0
R1189;15-9-2015;14:10;0;0;1;1;1;0;0;0;0
R1191;15-9-2015;14:15;44;2;1;2;0;0;0;0;0
R1193;15-9-2015;14:20;41;1;0;0;1;0;0;0;0
R1195;15-9-2015;14:25;49;3;1;2;3;1;0;0;0
R1197;15-9-2015;14:29;115;1;0;1;0;0;0;0;0
R1199;15-9-2015;14:34;51;1;0;0;3;0;0;0;0
R1201;15-9-2015;14:39;99;9;4;1;1;2;1;0;0
R1203;15-9-2015;14:42;14;2;0;2;0;1;0;0;0
R1205;15-9-2015;14:48;2;0;0;0;0;0;0;0;0
R1207;15-9-2015;14:52;19;2;0;1;2;0;0;0;0
R1209;15-9-2015;14:57;44;2;3;1;0;0;2;0;0
R1211;15-9-2015;15:01;28;2;2;0;2;4;1;0;0
R1213;15-9-2015;15:06;38;1;0;0;1;0;0;0;0
R1215;15-9-2015;15:10;2;5;2;3;6;14;3;0;0
R1217;15-9-2015;15:14;29;1;1;2;0;0;1;1;0
R1219;15-9-2015;15:19;15;1;1;2;2;1;0;0;0
R1221;15-9-2015;15:23;16;2;0;0;0;0;0;0;0
R1223;15-9-2015;15:27;0;3;0;0;0;1;0;0;0
R1225;15-9-2015;15:32;8;1;0;2;0;4;0;0;0
R1227;15-9-2015;15:36;0;0;0;0;0;0;0;0;0
R1229;15-9-2015;15:40;40;4;4;2;1;6;2;0;0
R1231;15-9-2015;15:45;16;0;0;0;0;0;0;0;0
R1233;15-9-2015;15:49;16;0;1;0;0;0;0;0;0
R1235;15-9-2015;15:53;0;0;0;0;2;4;0;0;0
R1237;15-9-2015;15:58;24;0;0;1;0;0;0;0;0
R1239;15-9-2015;16:02;9;3;0;1;0;1;0;0;0
R1241;15-9-2015;16:06;0;0;0;0;0;0;0;0;0
R1243;15-9-2015;16:11;35;3;0;0;2;0;1;0;0
R1247;15-9-2015;16:19;62;0;0;8;3;0;0;0;0
R1249;15-9-2015;16:24;36;2;0;0;1;1;0;0;0
R1251;15-9-2015;16:28;32;1;1;6;2;0;1;0;0
R1253;15-9-2015;16:32;23;0;2;1;3;1;0;0;0
R1255;15-9-2015;16:37;9;0;0;1;0;0;1;0;0
R1257;15-9-2015;16:41;22;1;0;3;0;4;1;0;0
R1259;15-9-2015;16:45;0;0;0;0;2;0;0;0;0
R1261;15-9-2015;16:50;53;3;1;0;4;10;0;0;0
R1265;15-9-2015;16:58;44;0;0;1;1;29;9;0;0
R1267;15-9-2015;17:03;35;2;0;0;0;0;1;0;0
R1269;15-9-2015;17:07;7;0;0;0;0;0;0;0;0
R1271;15-9-2015;17:11;0;0;1;2;3;4;0;0;0
R1273;15-9-2015;17:16;34;3;0;0;3;0;0;0;0
R1275;15-9-2015;17:20;13;0;0;0;0;0;0;0;0
R1277;15-9-2015;17:24;0;0;0;0;0;0;0;0;0
R1279;15-9-2015;17:29;17;0;0;0;1;0;0;0;0
R1283;15-9-2015;17:37;20;0;0;0;1;0;0;0;0
R1285;15-9-2015;17:42;25;0;0;0;0;0;0;0;0
R1287;15-9-2015;17:46;0;0;0;0;0;0;0;0;0
R1289;15-9-2015;17:51;4;0;0;0;1;0;0;1;0
R1291;15-9-2015;17:56;28;0;0;1;1;0;0;0;0
R1293;15-9-2015;18:01;16;0;0;0;1;0;0;0;0
R1295;15-9-2015;18:10;29;2;2;6;1;2;0;0;0
R1297;15-9-2015;18:24;42;1;0;2;0;0;0;0;0
R1299;15-9-2015;18:39;32;0;3;1;0;0;0;0;0
R1301;15-9-2015;18:50;31;7;0;3;0;0;1;0;0
R1303;15-9-2015;19:09;38;2;1;3;0;0;0;0;0
R1305;15-9-2015;19:24;13;1;2;0;0;0;0;0;0
R1307;15-9-2015;19:37;9;0;0;2;0;0;0;0;0
R1309;15-9-2015;19:52;8;0;0;0;0;0;0;0;0
R1311;15-9-2015;20:07;17;0;0;0;1;0;0;0;0
R1313;15-9-2015;20:22;9;1;1;2;2;0;0;0;0
R1315;15-9-2015;20:37;7;1;2;0;1;0;0;0;0
R1317;15-9-2015;20:52;5;0;0;0;0;0;0;0;0
R1319;15-9-2015;21:07;6;0;0;1;1;0;0;0;0
R1001;16-9-2015;6:10;66;0;0;0;0;1;0;0;0
R1003;16-9-2015;6:30;45;1;2;1;1;1;0;0;0
R1005;16-9-2015;6:42;36;1;1;0;2;0;0;0;0
R1007;16-9-2015;6:55;53;3;1;4;1;0;0;0;0
R1009;16-9-2015;7:05;30;0;1;2;0;0;0;0;0
R1011;16-9-2015;7:14;56;0;1;0;0;0;0;0;0
R1013;16-9-2015;7:21;65;3;2;2;4;0;0;0;0
R1015;16-9-2015;7:26;65;2;0;0;4;0;0;0;0
R1017;16-9-2015;7:31;61;56;0;0;3;0;0;0;0
R1019;16-9-2015;7:36;0;0;0;3;1;0;0;0;0
R1021;16-9-2015;7:40;128;0;0;0;0;0;0;0;0
R1023;16-9-2015;7:44;181;4;0;1;0;0;0;0;0
R1025;16-9-2015;7:48;0;70;1;2;5;1;0;0;0
R1027;16-9-2015;7:52;29;0;0;0;0;0;1;0;0
R1029;16-9-2015;7:57;1;3;0;0;0;0;1;0;0
R1031;16-9-2015;8:01;114;1;0;2;0;0;1;0;0
R1033;16-9-2015;8:05;0;181;1;2;1;0;0;0;0
R1035;16-9-2015;8:09;150;3;1;0;0;0;0;0;0
R1037;16-9-2015;8:14;182;1;0;6;0;4;0;0;0
R1039;16-9-2015;8:18;352;13;2;0;7;0;1;1;0
R1041;16-9-2015;8:22;263;1;2;3;5;2;0;1;0
R1043;16-9-2015;8:26;382;13;0;4;2;0;1;0;0
R1045;16-9-2015;8:30;147;152;0;0;0;0;1;0;0
R1047;16-9-2015;8:35;44;126;11;1;3;0;0;0;0
R1049;16-9-2015;8:39;312;13;2;0;2;0;0;0;0
R1051;16-9-2015;8:43;226;5;7;8;4;0;0;0;0
R1053;16-9-2015;8:47;91;0;0;0;0;0;0;0;0
R1055;16-9-2015;8:52;48;0;0;2;2;0;0;0;0
R1057;16-9-2015;8:56;193;2;1;0;1;0;1;0;0
R1059;16-9-2015;9:00;163;3;2;0;3;0;0;0;0
R1061;16-9-2015;9:05;157;2;1;0;4;2;0;0;0
R1063;16-9-2015;9:09;20;0;2;1;0;0;0;0;0
R1065;16-9-2015;9:14;0;0;0;0;0;0;0;0;0
R1067;16-9-2015;9:19;46;0;1;4;2;0;0;0;0
R1069;16-9-2015;9:24;55;2;0;0;1;0;0;0;0
R1071;16-9-2015;9:28;113;4;1;2;0;1;0;0;0
R1073;16-9-2015;9:33;0;0;0;3;1;0;0;0;0
R1075;16-9-2015;9:38;148;1;1;2;1;1;0;0;0
R1077;16-9-2015;9:43;85;1;2;4;2;1;0;0;0
R1079;16-9-2015;9:48;101;5;3;1;1;0;1;0;0
R1081;16-9-2015;9:52;128;2;0;0;0;0;0;0;0
R1083;16-9-2015;9:57;0;0;1;0;0;0;0;0;0
R1085;16-9-2015;10:02;90;3;3;2;1;0;0;0;0
R1087;16-9-2015;10:07;96;1;4;0;2;0;0;0;0
R1089;16-9-2015;10:11;130;4;1;0;0;0;0;0;0
R1091;16-9-2015;10:16;1;0;3;2;0;3;0;0;0
R1093;16-9-2015;10:21;267;8;1;4;0;1;0;0;0
R1095;16-9-2015;10:26;230;4;0;1;11;0;0;0;0
R1097;16-9-2015;10:31;242;7;3;6;0;0;0;0;0
R1099;16-9-2015;10:35;153;2;3;4;0;0;0;0;0
R1101;16-9-2015;10:40;94;8;4;6;3;1;0;0;0
R1103;16-9-2015;10:45;122;3;2;0;2;0;0;0;0
R1105;16-9-2015;10:50;6;1;2;0;1;1;0;0;0
R1107;16-9-2015;10:54;29;3;0;0;0;5;1;0;0
R1109;16-9-2015;10:59;44;0;0;0;5;2;0;0;0
R1111;16-9-2015;11:04;39;0;0;1;0;0;0;0;0
R1113;16-9-2015;11:09;111;7;6;4;3;1;0;0;0
R1115;16-9-2015;11:14;42;5;1;0;0;0;0;0;0
R1117;16-9-2015;11:18;82;4;0;1;2;2;0;0;0
R1119;16-9-2015;11:23;17;1;2;5;3;0;0;0;0
R1121;16-9-2015;11:28;80;6;0;0;1;2;0;0;0
R1123;16-9-2015;11:33;6;0;0;2;0;0;0;0;0
R1125;16-9-2015;11:37;0;1;0;1;2;0;0;0;0
R1127;16-9-2015;11:42;32;0;0;0;0;0;0;0;0
R1129;16-9-2015;11:47;68;0;0;0;0;0;0;0;0
R1131;16-9-2015;11:52;106;0;0;2;2;0;0;0;0
R1133;16-9-2015;11:57;51;1;0;1;0;1;0;0;0
R1135;16-9-2015;12:01;84;4;0;3;1;1;0;0;0
R1137;16-9-2015;12:06;0;1;0;2;0;1;3;0;0
R1139;16-9-2015;12:11;78;0;0;0;1;1;1;0;0
R1141;16-9-2015;12:16;65;2;0;2;2;0;0;0;0
R1143;16-9-2015;12:20;2;1;1;3;0;0;0;0;0
R1145;16-9-2015;12:25;44;3;0;0;6;0;0;0;0
R1147;16-9-2015;12:30;174;2;0;3;0;1;1;0;0
R1149;16-9-2015;12:35;146;2;0;0;11;1;0;0;0
R1151;16-9-2015;12:40;118;2;4;5;0;2;0;0;0
R1153;16-9-2015;12:44;146;3;0;0;0;0;0;0;0
R1155;16-9-2015;12:49;30;3;2;5;10;6;0;0;0
R1157;16-9-2015;12:54;87;1;0;1;3;3;0;0;0
R1159;16-9-2015;12:59;77;3;1;2;0;3;0;0;0
R1161;16-9-2015;13:03;0;3;0;1;3;2;0;0;0
R1163;16-9-2015;13:08;91;0;1;0;0;0;0;0;0
R1165;16-9-2015;13:13;61;4;0;1;0;0;0;0;0
R1167;16-9-2015;13:18;55;0;1;0;2;2;0;0;0
R1169;16-9-2015;13:23;22;2;0;0;0;0;0;0;0
R1171;16-9-2015;13:27;50;2;0;0;1;0;0;0;0
R1173;16-9-2015;13:32;1;0;0;0;0;0;0;0;0
R1175;16-9-2015;13:37;12;0;1;1;0;0;0;0;0
R1177;16-9-2015;13:42;8;1;0;1;1;0;0;0;0
R1179;16-9-2015;13:46;1;0;0;0;1;0;0;0;0
R1181;16-9-2015;13:51;20;0;0;0;0;0;0;0;0
R1183;16-9-2015;13:56;40;2;0;0;2;0;0;0;0
R1185;16-9-2015;14:01;67;1;0;0;0;0;0;0;0
R1187;16-9-2015;14:06;14;0;0;0;2;0;1;0;0
R1189;16-9-2015;14:10;70;0;0;1;1;0;0;0;0
R1191;16-9-2015;14:15;0;0;0;0;0;0;0;0;0
R1193;16-9-2015;14:20;22;3;0;0;3;0;0;0;0
R1195;16-9-2015;14:25;3;0;0;0;0;0;0;0;0
R1197;16-9-2015;14:29;0;3;0;0;1;1;0;0;0
R1199;16-9-2015;14:34;130;0;0;2;2;0;0;0;0
R1201;16-9-2015;14:39;52;3;0;0;1;1;0;0;0
R1203;16-9-2015;14:42;83;2;0;1;0;0;0;0;0
R1205;16-9-2015;14:48;80;1;0;7;1;0;0;0;0
R1207;16-9-2015;14:52;30;0;0;0;3;0;0;0;0
R1209;16-9-2015;14:57;0;0;0;0;0;0;0;0;0
R1211;16-9-2015;15:01;10;1;0;5;0;0;0;0;0
R1213;16-9-2015;15:06;0;0;0;0;0;0;0;0;0
R1215;16-9-2015;15:10;0;1;0;0;0;0;0;0;0
R1217;16-9-2015;15:14;12;0;3;2;0;0;0;0;0
R1219;16-9-2015;15:19;17;0;0;2;0;0;0;0;0
R1221;16-9-2015;15:23;17;1;0;0;1;0;0;0;0
R1223;16-9-2015;15:27;23;3;1;1;2;1;0;0;0
R1225;16-9-2015;15:32;37;6;1;2;1;0;0;0;0
R1227;16-9-2015;15:36;1;0;0;0;0;0;0;0;0
R1229;16-9-2015;15:40;7;0;0;0;1;0;0;0;0
R1231;16-9-2015;15:45;22;1;1;1;1;0;0;0;0
R1233;16-9-2015;15:49;11;0;0;0;1;1;0;0;0
R1235;16-9-2015;15:53;20;0;1;0;1;0;0;0;0
R1237;16-9-2015;15:58;17;1;0;1;1;0;0;0;0
R1239;16-9-2015;16:02;8;1;0;1;1;0;0;0;0
R1241;16-9-2015;16:06;24;0;0;0;0;0;0;0;0
R1243;16-9-2015;16:11;26;1;0;0;0;0;0;0;0
R1245;16-9-2015;16:15;0;0;0;0;3;0;0;0;0
R1247;16-9-2015;16:19;19;1;0;1;0;0;0;0;0
R1249;16-9-2015;16:24;12;4;0;1;0;0;0;0;0
R1251;16-9-2015;16:28;0;0;0;0;0;0;0;0;0
R1253;16-9-2015;16:32;22;0;0;0;0;2;0;0;0
R1255;16-9-2015;16:37;45;4;0;5;2;2;0;0;0
R1257;16-9-2015;16:41;16;2;0;0;1;0;0;0;0
R1259;16-9-2015;16:45;12;1;0;1;0;0;0;0;0
R1261;16-9-2015;16:50;169;0;0;1;1;3;0;0;0
R1263;16-9-2015;16:54;1;0;0;0;0;0;0;0;0
R1265;16-9-2015;16:58;6;0;1;2;0;2;0;0;0
R1267;16-9-2015;17:03;0;0;0;0;0;0;0;0;0
R1269;16-9-2015;17:07;0;1;0;0;0;0;0;0;0
R1273;16-9-2015;17:16;29;2;0;3;0;0;0;0;0
R1275;16-9-2015;17:20;17;0;2;0;0;0;0;1;0
R1277;16-9-2015;17:24;43;3;1;0;2;0;0;0;0
R1279;16-9-2015;17:29;28;0;1;11;4;1;0;0;0
R1281;16-9-2015;17:33;0;1;1;1;0;0;0;0;0
R1283;16-9-2015;17:37;15;3;1;0;0;0;0;0;0
R1285;16-9-2015;17:42;4;0;0;0;0;0;0;0;0
R1287;16-9-2015;17:46;10;1;0;0;1;1;0;0;0
R1289;16-9-2015;17:51;20;0;0;0;0;0;0;0;0
R1291;16-9-2015;17:56;19;0;0;1;0;0;0;0;0
R1293;16-9-2015;18:01;23;0;0;0;1;0;0;0;0
R1295;16-9-2015;18:10;23;1;0;0;1;1;0;0;0
R1297;16-9-2015;18:24;28;1;0;4;0;0;0;0;0
R1299;16-9-2015;18:39;44;0;0;2;1;0;0;0;0
R1301;16-9-2015;18:50;14;0;0;0;0;0;0;0;0
R1303;16-9-2015;19:09;53;1;0;2;0;0;0;0;0
R1305;16-9-2015;19:24;22;1;0;2;0;0;0;0;0
R1307;16-9-2015;19:37;19;0;0;0;0;0;0;0;0
